Gene	Total_Overlapping_Degree	Degree_MUT	Degree_CNA	Degree_SV	Participation_Coefficient	Betweenness_Centrality	Closeness_Centrality	Eigenvector_Centrality
VEGFA	10	4	6	0	0.48	0.001	0.3523	0.0002
JAK3	12	12	0	0	0.0	0.0008	0.3872	0.0002
CEBPA	25	9	16	0	0.4608	0.0093	0.3932	0.0002
BRD4	22	16	5	1	0.4174	0.0034	0.4012	0.0002
AKT2	22	9	13	0	0.4835	0.0047	0.3972	0.0002
NKX3-1	29	11	18	0	0.4709	0.0035	0.4029	0.0002
MYOD1	15	15	0	0	0.0	0.0013	0.3985	0.0002
SOX17	35	22	13	0	0.4669	0.0039	0.4063	0.0002
BCL2	16	4	12	0	0.375	0.0013	0.3681	0.0002
CXCR4	6	6	0	0	0.0	0.0001	0.3661	0.0002
MLH1	25	24	1	0	0.0768	0.0063	0.4184	0.0002
ALK	15	11	2	2	0.4267	0.0047	0.385	0.0002
YAP1	13	6	7	0	0.497	0.0011	0.3589	0.0002
FBXW7	22	22	0	0	0.0	0.0031	0.4192	0.0002
MLL2	23	22	1	0	0.0832	0.0025	0.4229	0.0002
MCL1	36	13	23	0	0.4614	0.0075	0.4005	0.0002
CTNNB1	2	2	0	0	0.0	0.0001	0.274	0.0002
MITF	18	12	6	0	0.4444	0.0021	0.3869	0.0002
ARID2	11	9	2	0	0.2975	0.0003	0.3923	0.0002
MTOR	26	23	3	0	0.2041	0.0045	0.4155	0.0002
NCOA3	30	14	16	0	0.4978	0.0074	0.3995	0.0002
SF3B1	13	10	3	0	0.355	0.0008	0.3792	0.0002
FGFR2	9	8	1	0	0.1975	0.0012	0.3658	0.0002
FAM58A	8	5	3	0	0.4688	0.0004	0.365	0.0002
SPEN	18	15	3	0	0.2778	0.0052	0.3945	0.0002
RECQL	21	8	13	0	0.4717	0.0015	0.375	0.0001
EP300	30	28	0	2	0.1244	0.0141	0.4112	0.0001
ALOX12B	5	0	5	0	0.0	0.0	0.3097	0.0001
AURKB	6	1	5	0	0.2778	0.0	0.3097	0.0001
GPS2	5	0	5	0	0.0	0.0	0.3097	0.0001
LATS1	8	8	0	0	0.0	0.0005	0.3768	0.0001
RNF43	8	8	0	0	0.0	0.0003	0.3759	0.0001
ATRX	17	13	4	0	0.3599	0.0058	0.381	0.0001
FUBP1	19	17	2	0	0.1884	0.002	0.3988	0.0001
RFWD2	13	10	3	0	0.355	0.0007	0.3853	0.0001
FANCC	5	3	2	0	0.48	0.0002	0.3269	0.0001
PAX5	12	10	2	0	0.2778	0.0009	0.3759	0.0001
CTCF	16	15	1	0	0.1172	0.0022	0.3919	0.0001
MED12	14	10	4	0	0.4082	0.0047	0.36	0.0001
SMAD4	15	9	6	0	0.48	0.0041	0.3586	0.0001
HNF1A	10	8	2	0	0.32	0.0008	0.3625	0.0001
APC	15	11	3	1	0.4178	0.0011	0.3738	0.0001
GAB1	3	2	1	0	0.4444	0.0	0.3434	0.0001
TMEM127	1	1	0	0	0.0	0.0	0.3151	0.0001
ABL1	21	18	3	0	0.2449	0.0017	0.4159	0.0001
BRAF	17	17	0	0	0.0	0.0016	0.3859	0.0001
DNMT3A	16	14	2	0	0.2188	0.0015	0.391	0.0001
TAP2	10	6	4	0	0.48	0.0005	0.3449	0.0001
HIST1H3C	3	3	0	0	0.0	0.0001	0.3303	0.0001
ZRSR2	21	8	13	0	0.4717	0.0006	0.3672	0.0001
PPP2R1A	13	12	1	0	0.142	0.0011	0.3756	0.0001
IGF2	5	4	1	0	0.32	0.0004	0.3333	0.0001
IDH1	9	6	3	0	0.4444	0.0005	0.3765	0.0001
MUTYH	25	15	10	0	0.48	0.0025	0.3916	0.0001
MALT1	10	4	6	0	0.48	0.0003	0.3357	0.0001
ASXL1	22	15	7	0	0.4339	0.0031	0.3627	0.0001
SOX2	28	17	11	0	0.477	0.0074	0.4053	0.0001
MDM2	5	1	4	0	0.32	0.0003	0.303	0.0001
CDK6	11	6	5	0	0.4959	0.0002	0.3762	0.0001
SUZ12	7	7	0	0	0.0	0.0008	0.3592	0.0001
CCND1	13	3	10	0	0.355	0.0016	0.3449	0.0001
FGF4	20	8	12	0	0.48	0.002	0.3619	0.0001
PRDM1	21	14	7	0	0.4444	0.0027	0.3932	0.0001
CSDE1	11	11	0	0	0.0	0.0004	0.3962	0.0001
SHQ1	11	10	1	0	0.1653	0.0006	0.3816	0.0001
TNFAIP3	8	6	2	0	0.375	0.0004	0.3625	0.0001
RAD54L	10	6	4	0	0.48	0.0004	0.3336	0.0001
CSF3R	14	14	0	0	0.0	0.0011	0.3869	0.0001
FOXP1	10	7	3	0	0.42	0.0002	0.3597	0.0001
FH	15	11	4	0	0.3911	0.001	0.3729	0.0001
RIT1	22	4	18	0	0.2975	0.0019	0.3706	0.0001
FANCA	12	10	2	0	0.2778	0.0009	0.3625	0.0001
CUL3	9	8	1	0	0.1975	0.0003	0.3732	0.0001
SETD2	19	15	4	0	0.3324	0.0029	0.3825	0.0001
U2AF1	12	7	5	0	0.4861	0.0028	0.3762	0.0001
RHEB	5	2	3	0	0.48	0.0004	0.3269	0.0001
MRE11A	14	12	2	0	0.2449	0.0006	0.3881	0.0001
SRC	15	7	8	0	0.4978	0.0016	0.3952	0.0001
AGO2	29	12	17	0	0.4851	0.0045	0.407	0.0001
SLX4	22	15	7	0	0.4339	0.0027	0.3786	0.0001
CDK4	8	3	5	0	0.4688	0.0006	0.3089	0.0001
SMO	23	20	3	0	0.2268	0.0044	0.4029	0.0001
CREBBP	25	17	8	0	0.4352	0.0078	0.3706	0.0001
CYLD	6	6	0	0	0.0	0.0002	0.3625	0.0001
NEGR1	13	11	2	0	0.2604	0.0005	0.3859	0.0001
CDKN1B	8	1	7	0	0.2188	0.0	0.3345	0.0001
RAD52	14	6	8	0	0.4898	0.0009	0.3536	0.0001
CCND3	6	1	5	0	0.2778	0.0005	0.3201	0.0001
CRKL	16	5	11	0	0.4297	0.0023	0.3926	0.0001
WHSC1L1	36	15	21	0	0.4861	0.0042	0.3988	0.0001
MAP3K13	34	18	14	2	0.5467	0.0079	0.4046	0.0001
SESN3	9	5	4	0	0.4938	0.0001	0.3533	0.0001
CCND2	15	8	7	0	0.4978	0.0011	0.3664	0.0001
FGF19	9	2	7	0	0.3457	0.0007	0.3457	0.0001
SETDB1	16	4	12	0	0.375	0.0011	0.3586	0.0001
RAD21	38	14	24	0	0.4654	0.0104	0.3919	0.0001
ROS1	13	7	2	4	0.5917	0.013	0.3741	0.0001
AXIN1	13	8	5	0	0.4734	0.0006	0.3644	0.0001
SOS1	4	4	0	0	0.0	0.0001	0.341	0.0001
CDK12	17	12	4	1	0.4429	0.0043	0.3804	0.0001
PTCH1	25	19	6	0	0.3648	0.0052	0.3978	0.0001
PDGFRB	12	11	1	0	0.1528	0.005	0.3792	0.0001
BLM	15	11	4	0	0.3911	0.0006	0.385	0.0001
INPP4A	17	14	3	0	0.2907	0.0007	0.3942	0.0001
FGFR3	10	7	3	0	0.42	0.0001	0.3698	0.0001
KMT2A	17	15	2	0	0.2076	0.0017	0.3923	0.0001
CCNE1	18	7	11	0	0.4753	0.0041	0.381	0.0001
PMAIP1	7	1	6	0	0.2449	0.0005	0.3405	0.0001
RET	16	13	1	2	0.3203	0.0118	0.3862	0.0001
BRIP1	14	13	1	0	0.1327	0.0031	0.3859	0.0001
ERCC5	22	14	8	0	0.4628	0.0011	0.3847	0.0001
CYSLTR2	16	6	10	0	0.4688	0.0005	0.3672	0.0001
STAG2	11	10	1	0	0.1653	0.0034	0.3641	0.0001
SOCS1	13	6	7	0	0.497	0.0006	0.351	0.0001
RPTOR	14	14	0	0	0.0	0.0021	0.3831	0.0001
MLL	4	4	0	0	0.0	0.0001	0.3472	0.0001
IDH2	6	5	1	0	0.2778	0.0004	0.3376	0.0001
JAK1	2	1	1	0	0.5	0.0002	0.2928	0.0001
EIF1AX	20	7	13	0	0.455	0.0015	0.3741	0.0001
SESN1	2	0	2	0	0.0	0.0	0.2778	0.0001
MSI2	2	1	1	0	0.5	0.0	0.3015	0.0001
SETD8	1	1	0	0	0.0	0.0	0.3178	0.0
KLF5	2	1	1	0	0.5	0.0	0.3126	0.0
REST	5	4	1	0	0.32	0.0	0.3664	0.0
KIF5B	2	0	0	2	0.0	0.0001	0.3142	0.0
SDHAF2	2	1	1	0	0.5	0.0	0.3146	0.0
MYCL	1	1	0	0	0.0	0.0	0.3099	0.0
LMO1	1	1	0	0	0.0	0.0	0.2985	0.0
WWTR1	3	2	1	0	0.4444	0.0	0.3225	0.0
MAX	2	0	2	0	0.0	0.0	0.2743	0.0
SUFU	3	2	1	0	0.4444	0.0	0.3136	0.0
SRSF2	1	1	0	0	0.0	0.0	0.2649	0.0
RHOA	3	1	2	0	0.4444	0.0	0.2812	0.0
CDC73	5	3	2	0	0.48	0.0	0.3245	0.0
UPF1	4	4	0	0	0.0	0.0001	0.3303	0.0
HOXB13	6	6	0	0	0.0	0.0002	0.3661	0.0
ID3	2	0	2	0	0.0	0.0001	0.2853	0.0
SPOP	9	6	3	0	0.4444	0.0001	0.3472	0.0
PPP6C	1	1	0	0	0.0	0.0	0.3247	0.0
SMARCD1	2	1	1	0	0.5	0.0	0.2955	0.0
RTEL1-TNFRSF6B	2	2	0	0	0.0	0.0	0.3149	0.0
RAD51D	2	1	1	0	0.5	0.0	0.3174	0.0
PDPK1	1	1	0	0	0.0	0.0	0.2896	0.0
PRKAR1A	2	1	1	0	0.5	0.0	0.2741	0.0
PRKN	1	0	1	0	0.0	0.0	0.3397	0.0
STK40	1	1	0	0	0.0	0.0	0.2937	0.0
XIAP	4	2	2	0	0.5	0.0042	0.303	0.0
ZNRF3	1	1	0	0	0.0	0.0	0.2788	0.0
BMPR1A	1	0	1	0	0.0	0.0	0.3126	0.0
IKBKE	24	12	12	0	0.5	0.0026	0.3703	0.0
CDK8	9	3	6	0	0.4444	0.0002	0.3539	0.0
ELF3	10	7	3	0	0.42	0.0005	0.3647	0.0
PIK3R1	11	9	2	0	0.2975	0.0006	0.3681	0.0
REL	3	3	0	0	0.0	0.0001	0.3114	0.0
SDHB	5	4	1	0	0.32	0.0001	0.3238	0.0
HIST1H3B	4	4	0	0	0.0	0.0001	0.3393	0.0
PIK3R2	4	3	1	0	0.375	0.0	0.3199	0.0
PALB2	2	2	0	0	0.0	0.0	0.3357	0.0
STAT5A	3	3	0	0	0.0	0.0001	0.2989	0.0
CYP19A1	3	3	0	0	0.0	0.0001	0.3502	0.0
ERG	5	2	3	0	0.48	0.0001	0.3077	0.0
NPM1	12	6	6	0	0.5	0.0002	0.3666	0.0
GNA11	14	4	10	0	0.4082	0.001	0.3518	0.0
INSR	15	6	9	0	0.48	0.0016	0.3487	0.0
MAP2K2	15	5	10	0	0.4444	0.0006	0.3452	0.0
LYN	18	6	12	0	0.4444	0.0004	0.3633	0.0
AXL	19	14	4	1	0.41	0.0031	0.3828	0.0
CALR	9	2	7	0	0.3457	0.0002	0.3234	0.0
CD79A	12	6	6	0	0.5	0.0009	0.3622	0.0
E2F3	11	9	2	0	0.2975	0.0008	0.3765	0.0
BCL6	7	3	3	1	0.6122	0.0002	0.3364	0.0
SDHD	4	4	0	0	0.0	0.0001	0.3489	0.0
EED	8	3	5	0	0.4688	0.0002	0.3292	0.0
BABAM1	8	3	5	0	0.4688	0.0005	0.3412	0.0
DNAJB1	3	1	2	0	0.4444	0.0	0.3004	0.0
BAP1	12	8	4	0	0.4444	0.0011	0.3647	0.0
MST1R	9	5	4	0	0.4938	0.0011	0.3319	0.0
TCF3	17	9	8	0	0.4983	0.0017	0.3644	0.0
BCL10	1	1	0	0	0.0	0.0	0.2684	0.0
TCEB1	11	0	11	0	0.0	0.0001	0.3533	0.0
AKT1	8	4	4	0	0.5	0.0003	0.3515	0.0
TAP1	9	5	4	0	0.4938	0.0008	0.3381	0.0
SPRED1	14	8	6	0	0.4898	0.0011	0.3816	0.0
CBFB	4	3	1	0	0.375	0.0001	0.3219	0.0
PIK3CD	6	4	2	0	0.4444	0.0002	0.3459	0.0
CCDC6	1	0	0	1	0.0	0.0	0.2788	0.0
PAK1	12	5	7	0	0.4861	0.0046	0.3208	0.0
RPS6KB2	6	1	5	0	0.2778	0.0	0.3105	0.0
NF2	4	4	0	0	0.0	0.0001	0.3303	0.0
CDKN1A	4	1	3	0	0.375	0.0002	0.323	0.0
HLA-A	7	4	3	0	0.4898	0.0004	0.3444	0.0
PIM1	9	4	5	0	0.4938	0.0009	0.3447	0.0
ERBB2	11	4	6	1	0.562	0.0045	0.3124	0.0
MEF2B	4	1	3	0	0.375	0.0	0.324	0.0
NUP93	4	2	2	0	0.5	0.0001	0.3203	0.0
CD276	1	1	0	0	0.0	0.0	0.276	0.0
VTCN1	6	6	0	0	0.0	0.0006	0.3395	0.0
YES1	18	12	6	0	0.4444	0.001	0.3837	0.0
GNAS	5	1	4	0	0.32	0.0	0.2981	0.0
TRAF7	16	8	8	0	0.5	0.0007	0.3278	0.0
CD79B	10	7	3	0	0.42	0.0005	0.3636	0.0
HIST1H3E	2	2	0	0	0.0	0.0	0.3099	0.0
CASP8	4	3	1	0	0.375	0.0	0.3245	0.0
MAPK3	8	5	3	0	0.4688	0.0001	0.3586	0.0
MSH3	9	7	2	0	0.3457	0.0005	0.3712	0.0
CD74	1	0	0	1	0.0	0.0	0.2724	0.0
RARA	5	3	2	0	0.48	0.0006	0.3454	0.0
RAC2	3	1	2	0	0.4444	0.0001	0.288	0.0
CDKN2C	2	1	1	0	0.5	0.0	0.2963	0.0
DCUN1D1	8	2	6	0	0.375	0.0001	0.3199	0.0
ICOSLG	1	1	0	0	0.0	0.0	0.2824	0.0
CENPA	3	2	1	0	0.4444	0.0	0.3362	0.0
MLL3	8	7	1	0	0.2188	0.0004	0.3625	0.0
SMYD3	6	5	1	0	0.2778	0.0002	0.3487	0.0
ERCC2	14	10	4	0	0.4082	0.001	0.3709	0.0
FAM46C	1	1	0	0	0.0	0.0	0.3025	0.0
PTPN11	6	6	0	0	0.0	0.0001	0.363	0.0
TMPRSS2	7	7	0	0	0.0	0.0006	0.3715	0.0
HIST1H3G	3	3	0	0	0.0	0.0	0.3243	0.0
PLK2	7	5	2	0	0.4082	0.0002	0.3303	0.0
CTR9	1	1	0	0	0.0	0.0	0.2706	0.0
NTHL1	7	2	5	0	0.4082	0.0001	0.3212	0.0
MPL	13	7	6	0	0.497	0.0013	0.3595	0.0
XRCC2	2	1	1	0	0.5	0.0	0.2985	0.0
TGFBR1	8	6	2	0	0.375	0.0002	0.3712	0.0
SYK	8	6	2	0	0.375	0.0002	0.3405	0.0
CTLA4	1	1	0	0	0.0	0.0	0.3126	0.0
PIK3CA	16	8	8	0	0.5	0.0014	0.3562	0.0
PRKCI	5	1	4	0	0.32	0.0	0.3101	0.0
INHA	7	7	0	0	0.0	0.0008	0.3715	0.0
ALB	5	5	0	0	0.0	0.0002	0.3487	0.0
MSH2	3	3	0	0	0.0	0.0001	0.3388	0.0
MSH6	10	9	1	0	0.18	0.0007	0.3482	0.0
TOP1	12	6	6	0	0.5	0.0012	0.3376	0.0
ASXL2	20	15	5	0	0.375	0.0017	0.3859	0.0
DNMT1	10	7	3	0	0.42	0.0007	0.3452	0.0
MET	19	11	7	1	0.5263	0.0021	0.3633	0.0
TP53BP1	15	10	5	0	0.4444	0.0009	0.3608	0.0
TSC1	8	7	1	0	0.2188	0.0005	0.3536	0.0
H3C13	7	0	7	0	0.0	0.0	0.3354	0.0
H3C14	8	0	8	0	0.0	0.0001	0.3357	0.0
HIST2H3C	7	0	7	0	0.0	0.0001	0.3424	0.0
HIST2H3D	7	0	7	0	0.0	0.0001	0.3424	0.0
NSD3	7	0	7	0	0.0	0.0002	0.3633	0.0
NUF2	12	5	7	0	0.4861	0.0002	0.3655	0.0
FYN	8	4	4	0	0.5	0.0003	0.3359	0.0
KLF4	9	6	3	0	0.4444	0.0005	0.3497	0.0
HIST1H2BD	2	2	0	0	0.0	0.0	0.3281	0.0
SDHC	23	5	18	0	0.3403	0.003	0.39	0.0
IL10	11	7	4	0	0.4628	0.0013	0.3695	0.0
BCL2L1	5	2	3	0	0.48	0.0002	0.3523	0.0
GATA2	12	8	4	0	0.4444	0.0007	0.3661	0.0
IGF1R	16	12	4	0	0.375	0.0023	0.3771	0.0
KNSTRN	9	5	4	0	0.4938	0.0001	0.3371	0.0
LZTR1	5	4	1	0	0.32	0.0001	0.3393	0.0
MAPKAP1	4	3	1	0	0.375	0.0001	0.3182	0.0
ERF	6	2	4	0	0.4444	0.0001	0.3412	0.0
MLL4	6	4	2	0	0.4444	0.0001	0.365	0.0
AKT3	5	4	1	0	0.32	0.0002	0.3167	0.0
ACVR1	7	7	0	0	0.0	0.0001	0.357	0.0
TGFBR2	4	3	1	0	0.375	0.0	0.3393	0.0
EGFL7	2	1	1	0	0.5	0.0	0.2719	0.0
NFE2L2	4	3	1	0	0.375	0.0001	0.3214	0.0
EIF4E	5	5	0	0	0.0	0.0	0.3706	0.0
ELOC	2	0	2	0	0.0	0.0	0.2926	0.0
