Gene	Total_Overlapping_Degree	Degree_MUT	Degree_CNA	Degree_SV	Participation_Coefficient	Betweenness_Centrality	Closeness_Centrality	Eigenvector_Centrality
RICTOR	81	81	0	0	0.0	0.0027	0.5566	0.0807
DNMT3B	110	91	19	0	0.2858	0.0114	0.5667	0.0798
B2M	75	75	0	0	0.0	0.002	0.5496	0.0786
ETV1	81	78	3	0	0.0713	0.0028	0.5566	0.0784
INSR	89	81	8	0	0.1636	0.0023	0.5576	0.0776
WHSC1	79	79	0	0	0.0	0.0023	0.5586	0.0769
CTNNB1	76	76	0	0	0.0	0.0127	0.529	0.0764
MAP3K1	64	64	0	0	0.0	0.0014	0.5326	0.0751
IKBKE	80	80	0	0	0.0	0.0025	0.5546	0.074
LATS2	91	67	24	0	0.3884	0.008	0.5382	0.0731
MET	75	75	0	0	0.0	0.0033	0.5487	0.0724
KMT2A	70	70	0	0	0.0	0.0034	0.5336	0.0718
INPP4A	71	71	0	0	0.0	0.0013	0.5458	0.0712
IRS2	103	81	22	0	0.3359	0.0109	0.5516	0.071
INPP4B	73	73	0	0	0.0	0.0029	0.5401	0.0691
ERBB3	62	62	0	0	0.0	0.0035	0.5336	0.0689
PREX2	72	72	0	0	0.0	0.0026	0.5401	0.0676
PPP2R1A	64	64	0	0	0.0	0.0007	0.5336	0.0669
PIK3CG	75	75	0	0	0.0	0.0124	0.5401	0.0642
FLT1	96	70	26	0	0.395	0.0089	0.5272	0.0634
RB1	76	64	12	0	0.2659	0.0049	0.5373	0.0628
NCOA3	95	78	17	0	0.2939	0.0075	0.5506	0.0627
PTPRD	64	64	0	0	0.0	0.0027	0.5326	0.062
SLX4	57	55	2	0	0.0677	0.0006	0.5236	0.0617
ROS1	66	66	0	0	0.0	0.0027	0.5299	0.0616
PIK3CA	36	36	0	0	0.0	0.0099	0.4784	0.0616
MGA	69	69	0	0	0.0	0.0076	0.5382	0.0615
DOT1L	63	59	4	0	0.1189	0.001	0.5254	0.0611
BLM	63	63	0	0	0.0	0.0016	0.5363	0.0604
DDR2	68	64	4	0	0.1107	0.0035	0.5336	0.0603
ASXL1	82	65	17	0	0.3287	0.0083	0.5354	0.0598
RUNX1	59	59	0	0	0.0	0.0016	0.5336	0.0594
DIS3	87	68	19	0	0.3414	0.0055	0.5326	0.0593
RASA1	67	65	2	0	0.0579	0.0025	0.5326	0.059
ASXL2	58	58	0	0	0.0	0.0011	0.5281	0.0579
PMS2	87	80	7	0	0.148	0.0023	0.5556	0.0545
MSH6	49	49	0	0	0.0	0.0008	0.515	0.0522
NOTCH2	55	49	6	0	0.1944	0.0006	0.5175	0.052
TOP1	75	58	17	0	0.3506	0.0067	0.5281	0.051
RECQL	54	46	8	0	0.2524	0.0006	0.5193	0.0505
NTRK2	50	50	0	0	0.0	0.0003	0.5175	0.0503
MALT1	67	57	10	0	0.254	0.0128	0.5299	0.0501
SMARCA4	58	53	5	0	0.1576	0.0023	0.5193	0.0494
FLT3	80	56	24	0	0.42	0.0118	0.5082	0.0491
FGFR1	105	80	25	0	0.3628	0.0129	0.5477	0.0488
HLA-B	39	38	1	0	0.05	0.0005	0.5049	0.0486
SYK	47	47	0	0	0.0	0.0006	0.5124	0.0478
ATR	44	44	0	0	0.0	0.0005	0.5082	0.0461
PRKD1	57	57	0	0	0.0	0.0018	0.5141	0.0459
ATM	48	48	0	0	0.0	0.0025	0.5057	0.0458
SMO	41	41	0	0	0.0	0.0007	0.5074	0.0441
CARD11	48	40	8	0	0.2778	0.0035	0.5	0.043
BAP1	46	46	0	0	0.0	0.0012	0.5107	0.0425
ESR1	47	47	0	0	0.0	0.0011	0.509	0.0421
GLI1	34	34	0	0	0.0	0.0006	0.4952	0.0414
ALOX12B	48	47	1	0	0.0408	0.0007	0.5132	0.0412
BRCA1	45	45	0	0	0.0	0.0005	0.509	0.0408
EZH2	40	40	0	0	0.0	0.0004	0.5024	0.0408
WWTR1	42	42	0	0	0.0	0.0004	0.5065	0.0405
AXL	38	38	0	0	0.0	0.0004	0.5049	0.0385
NSD1	41	41	0	0	0.0	0.0005	0.5049	0.0384
PTPRT	50	39	11	0	0.3432	0.0084	0.4897	0.0381
BTK	37	37	0	0	0.0	0.0002	0.5	0.0378
CASP8	40	40	0	0	0.0	0.0003	0.5016	0.0376
ARID5B	45	41	4	0	0.162	0.0002	0.5041	0.0372
NBN	50	43	7	0	0.2408	0.0017	0.5082	0.0371
NKX2-1	41	41	0	0	0.0	0.0006	0.5082	0.0368
ERG	34	34	0	0	0.0	0.0002	0.5041	0.0366
ERCC3	34	34	0	0	0.0	0.0004	0.5016	0.0365
EPAS1	40	40	0	0	0.0	0.0003	0.5049	0.0365
EGFR	41	35	6	0	0.2499	0.0006	0.4921	0.0355
RFWD2	32	32	0	0	0.0	0.0004	0.4905	0.0352
JAK1	33	33	0	0	0.0	0.0001	0.4952	0.0346
EPHA7	40	40	0	0	0.0	0.0012	0.5065	0.0345
ERCC4	44	37	7	0	0.2676	0.0008	0.4936	0.0329
CTCF	29	29	0	0	0.0	0.0003	0.4936	0.0326
CDKN2A	41	35	6	0	0.2499	0.0142	0.5049	0.0321
SESN3	32	32	0	0	0.0	0.0002	0.496	0.0314
IRS1	32	32	0	0	0.0	0.0008	0.496	0.0311
AGO2	63	42	21	0	0.4444	0.0039	0.5008	0.0311
FBXW7	19	19	0	0	0.0	0.0011	0.4586	0.031
ABL1	31	31	0	0	0.0	0.0003	0.4913	0.0306
INHBA	37	34	3	0	0.149	0.0006	0.5049	0.0302
EPHB1	31	31	0	0	0.0	0.0005	0.4799	0.0299
KDR	38	38	0	0	0.0	0.001	0.4944	0.0298
PTCH1	31	31	0	0	0.0	0.0003	0.4952	0.0298
HNF1A	23	23	0	0	0.0	0.0	0.4777	0.0296
TNFAIP3	33	30	3	0	0.1653	0.0005	0.4936	0.0292
PGR	36	36	0	0	0.0	0.0011	0.5008	0.0281
YES1	30	27	3	0	0.18	0.0004	0.4905	0.0276
SH2B3	24	24	0	0	0.0	0.0003	0.4821	0.0272
ARAF	35	29	6	0	0.2841	0.0012	0.4836	0.0271
RPS6KA4	26	26	0	0	0.0	0.0002	0.4874	0.0269
SOX9	19	19	0	0	0.0	0.0019	0.4579	0.0265
MPL	25	25	0	0	0.0	0.0004	0.4867	0.0265
TEK	30	28	1	1	0.1267	0.0002	0.4952	0.0261
AMER1	38	38	0	0	0.0	0.011	0.4844	0.0259
CYSLTR2	36	25	11	0	0.4244	0.0015	0.4821	0.0254
TP53BP1	38	38	0	0	0.0	0.0054	0.5	0.0252
NTRK3	25	25	0	0	0.0	0.0001	0.4806	0.0251
STAG2	23	23	0	0	0.0	0.0001	0.4777	0.025
PIK3CB	27	27	0	0	0.0	0.0	0.4791	0.0249
ERBB2	29	25	4	0	0.2378	0.005	0.4733	0.0246
KDM5C	25	24	1	0	0.0768	0.0001	0.4821	0.0237
CDK8	25	10	15	0	0.48	0.0002	0.4441	0.0237
TSC2	25	23	2	0	0.1472	0.0002	0.4755	0.0236
ERF	23	23	0	0	0.0	0.0001	0.4814	0.0234
MDC1	20	20	0	0	0.0	0.0003	0.4747	0.023
MLH1	19	19	0	0	0.0	0.0001	0.4726	0.0229
CCND2	44	31	13	0	0.4163	0.0016	0.4814	0.0229
KDM6A	23	22	1	0	0.0832	0.0004	0.4791	0.022
MYC	57	39	18	0	0.4321	0.011	0.4913	0.0219
PMS1	25	23	2	0	0.1472	0.0004	0.4821	0.0218
EPHA3	29	29	0	0	0.0	0.0006	0.4755	0.0216
CSF1R	28	25	3	0	0.1913	0.0014	0.4784	0.0214
CSF3R	18	18	0	0	0.0	0.0001	0.4747	0.0211
PBRM1	23	23	0	0	0.0	0.0003	0.4814	0.021
MTOR	20	19	0	1	0.095	0.0008	0.4711	0.0205
CTR9	20	20	0	0	0.0	0.0005	0.4726	0.0203
DAXX	19	19	0	0	0.0	0.0	0.474	0.0201
RPS6KB2	15	15	0	0	0.0	0.0	0.4697	0.0194
AKT2	34	24	10	0	0.4152	0.006	0.4874	0.0192
PTPN11	21	21	0	0	0.0	0.0002	0.4821	0.019
MAPK3	29	20	9	0	0.4281	0.0003	0.4806	0.0183
ALK	22	22	0	0	0.0	0.0003	0.4726	0.0183
NTRK1	23	22	1	0	0.0832	0.0004	0.4718	0.0182
AXIN1	20	18	2	0	0.18	0.0002	0.4762	0.0181
FANCA	16	16	0	0	0.0	0.0001	0.4784	0.0179
TP53	13	13	0	0	0.0	0.0002	0.4336	0.0179
AXIN2	20	18	2	0	0.18	0.0004	0.4579	0.0172
PLK2	16	16	0	0	0.0	0.0001	0.4762	0.0168
TRAF7	16	16	0	0	0.0	0.0004	0.4606	0.0166
MST1R	16	16	0	0	0.0	0.0001	0.4711	0.0161
CTLA4	15	15	0	0	0.0	0.0001	0.4566	0.0155
BCL10	14	14	0	0	0.0	0.0	0.4593	0.0152
NKX3-1	51	31	20	0	0.4767	0.0045	0.4829	0.0142
KLF4	19	16	3	0	0.2659	0.0002	0.4655	0.0137
GSK3B	16	16	0	0	0.0	0.0001	0.4683	0.0133
FOXP1	17	17	0	0	0.0	0.0068	0.4697	0.0132
ELF3	22	14	8	0	0.4628	0.0003	0.4579	0.0132
PDGFRB	20	18	2	0	0.18	0.0008	0.4634	0.0131
MAP2K4	16	16	0	0	0.0	0.0002	0.4579	0.013
SMAD2	26	20	6	0	0.355	0.005	0.4454	0.0129
AURKA	29	16	13	0	0.4946	0.0008	0.4593	0.0126
TAP2	15	15	0	0	0.0	0.0005	0.4552	0.0126
PIK3R3	12	12	0	0	0.0	0.0	0.4559	0.012
RAD52	19	11	8	0	0.4875	0.0003	0.4473	0.0119
PRDM1	12	12	0	0	0.0	0.0	0.4519	0.0118
RBM10	18	16	2	0	0.1975	0.0004	0.4579	0.0115
CDK12	13	11	2	0	0.2604	0.0012	0.4566	0.0115
TERT	15	13	2	0	0.2311	0.0053	0.4641	0.0113
SOX17	13	12	1	0	0.142	0.0002	0.4579	0.0112
RET	18	16	2	0	0.1975	0.0006	0.4539	0.0111
DROSHA	16	16	0	0	0.0	0.0005	0.4545	0.0104
WT1	11	11	0	0	0.0	0.0	0.4473	0.0103
RTEL1	24	5	19	0	0.3299	0.0011	0.446	0.0099
FGF19	13	11	2	0	0.2604	0.0072	0.4493	0.0098
PDCD1	9	9	0	0	0.0	0.0	0.4435	0.0097
IKZF1	12	11	1	0	0.1528	0.0002	0.4532	0.0096
FOXO1	18	8	10	0	0.4938	0.0	0.4258	0.0095
SHOC2	9	9	0	0	0.0	0.0	0.4441	0.0094
TCF3	15	13	2	0	0.2311	0.0002	0.4579	0.0094
PIK3R2	10	10	0	0	0.0	0.0001	0.4519	0.0092
PARP1	25	17	8	0	0.4352	0.0005	0.4648	0.0091
PAX5	12	10	2	0	0.2778	0.0003	0.4486	0.0087
CSDE1	13	13	0	0	0.0	0.0	0.446	0.0082
ERCC5	17	5	12	0	0.4152	0.0001	0.4366	0.008
FGFR2	10	10	0	0	0.0	0.0001	0.4385	0.0079
HLA-A	6	6	0	0	0.0	0.0	0.4391	0.0077
KIT	14	14	0	0	0.0	0.0001	0.4493	0.0074
GNAS	13	5	8	0	0.4734	0.0001	0.4195	0.0069
BCL2L1	11	0	11	0	0.0	0.0001	0.4247	0.0067
RHOA	6	6	0	0	0.0	0.0	0.4318	0.0067
BARD1	6	6	0	0	0.0	0.0	0.4324	0.0067
SMAD4	14	9	5	0	0.4592	0.002	0.399	0.0067
WHSC1L1	18	9	9	0	0.5	0.0004	0.43	0.0067
PIK3C3	20	13	7	0	0.455	0.0009	0.4473	0.0063
CDKN1B	14	10	4	0	0.4082	0.0001	0.4324	0.0063
BRIP1	8	8	0	0	0.0	0.0	0.4372	0.0062
IL7R	5	5	0	0	0.0	0.0	0.4318	0.0062
APC	3	2	1	0	0.4444	0.0	0.3403	0.0059
RECQL4	13	7	6	0	0.497	0.0002	0.4312	0.0057
NEGR1	11	8	3	0	0.3967	0.0001	0.4391	0.0055
NFE2L2	6	6	0	0	0.0	0.0001	0.4318	0.0053
UPF1	5	5	0	0	0.0	0.0	0.4106	0.0053
FYN	6	6	0	0	0.0	0.0	0.4318	0.0053
LATS1	5	5	0	0	0.0	0.0001	0.4282	0.0051
MSH2	8	8	0	0	0.0	0.0001	0.4391	0.005
TP63	6	6	0	0	0.0	0.0	0.4416	0.005
TGFBR1	6	6	0	0	0.0	0.0	0.4063	0.0049
CEBPA	13	7	6	0	0.497	0.0012	0.427	0.0046
E2F3	6	6	0	0	0.0	0.0	0.4258	0.0046
SMAD3	5	5	0	0	0.0	0.0001	0.4101	0.0045
TRAF2	8	7	1	0	0.2188	0.0001	0.4201	0.0043
SRC	11	2	9	0	0.2975	0.0002	0.4111	0.0042
KLF5	8	0	8	0	0.0	0.0	0.4026	0.0042
ZRSR2	9	6	3	0	0.4444	0.0002	0.4276	0.004
FUBP1	4	4	0	0	0.0	0.0	0.4106	0.0038
MYOD1	4	4	0	0	0.0	0.0	0.4068	0.0035
AKT1	5	5	0	0	0.0	0.0	0.4144	0.0035
VEGFA	5	3	2	0	0.48	0.0065	0.4095	0.0033
PALB2	2	2	0	0	0.0	0.0	0.4167	0.0033
PRDM14	3	3	0	0	0.0	0.0	0.4084	0.0032
SPRED1	3	3	0	0	0.0	0.0	0.3979	0.0028
PDGFRA	5	5	0	0	0.0	0.0001	0.4101	0.0028
JAK3	3	3	0	0	0.0	0.0	0.3949	0.0027
RAF1	4	4	0	0	0.0	0.0	0.4047	0.0027
STAT3	2	2	0	0	0.0	0.0	0.4117	0.0026
BRD4	2	2	0	0	0.0	0.0	0.4016	0.0024
AKT3	3	2	1	0	0.4444	0.0	0.4052	0.0024
PARK2	2	2	0	0	0.0	0.0	0.3914	0.0023
SETDB1	3	3	0	0	0.0	0.0	0.3865	0.0023
SESN1	2	2	0	0	0.0	0.0	0.4068	0.0021
DCUN1D1	2	2	0	0	0.0	0.0	0.4042	0.0021
BIRC3	3	3	0	0	0.0	0.0	0.3924	0.0021
FGFR4	3	3	0	0	0.0	0.0	0.4058	0.0021
DUSP4	4	0	4	0	0.0	0.0	0.3699	0.002
JUN	3	2	1	0	0.4444	0.0	0.3985	0.002
SHQ1	1	1	0	0	0.0	0.0	0.3939	0.0017
ETV6	3	0	3	0	0.0	0.0	0.3899	0.0017
DICER1	2	2	0	0	0.0	0.0	0.3885	0.0017
GATA1	2	2	0	0	0.0	0.0	0.4047	0.0016
CDKN2B	5	2	3	0	0.48	0.0005	0.3885	0.0015
EIF1AX	5	3	2	0	0.48	0.0001	0.388	0.0015
CHEK2	3	3	0	0	0.0	0.0	0.3735	0.0015
HLA-C	1	1	0	0	0.0	0.0	0.3596	0.0013
MLL2	1	1	0	0	0.0	0.0	0.3856	0.0013
BBC3	1	1	0	0	0.0	0.0	0.3785	0.0013
MYD88	2	2	0	0	0.0	0.0001	0.378	0.0012
RXRA	2	1	1	0	0.5	0.0	0.3717	0.0012
IDH1	1	1	0	0	0.0	0.0	0.3638	0.0011
CDKN2Ap14ARF	3	0	3	0	0.0	0.0	0.3366	0.001
CDKN2Ap16INK4A	3	0	3	0	0.0	0.0	0.3366	0.001
XPO1	3	3	0	0	0.0	0.0	0.3804	0.0009
BCL2	4	1	3	0	0.375	0.0	0.3539	0.0008
NRAS	1	1	0	0	0.0	0.0	0.3539	0.0008
BMPR1A	2	1	1	0	0.5	0.0	0.3539	0.0008
RARA	4	1	3	0	0.375	0.0	0.3543	0.0007
EPCAM	1	1	0	0	0.0	0.0	0.3609	0.0007
STK11	1	1	0	0	0.0	0.0	0.3609	0.0007
PMAIP1	4	0	4	0	0.0	0.0001	0.3571	0.0007
CD274	1	1	0	0	0.0	0.0	0.3239	0.0006
PPP6C	1	1	0	0	0.0	0.0	0.3576	0.0006
MDM4	1	1	0	0	0.0	0.0	0.3511	0.0006
TBX3	3	3	0	0	0.0	0.0001	0.3464	0.0005
CCND1	4	2	2	0	0.5	0.0005	0.3567	0.0004
RAD21	2	1	1	0	0.5	0.0	0.3298	0.0003
GATA3	1	1	0	0	0.0	0.0	0.3373	0.0003
PPM1D	1	1	0	0	0.0	0.0	0.3267	0.0003
CCNE1	2	0	2	0	0.0	0.0	0.3308	0.0002
SDHA	3	1	2	0	0.4444	0.0	0.3209	0.0002
MAP2K1	1	1	0	0	0.0	0.0	0.3199	0.0001
FGF4	3	1	2	0	0.4444	0.0	0.3116	0.0001
CCND3	1	0	1	0	0.0	0.0	0.2908	0.0
