Gene	Total_Overlapping_Degree	Degree_MUT	Degree_CNA	Degree_SV	Participation_Coefficient	Betweenness_Centrality	Closeness_Centrality
ESR1	47	47	0	0	0.0	0.0011	0.509
SYK	47	47	0	0	0.0	0.0006	0.5124
BAP1	46	46	0	0	0.0	0.0012	0.5107
BRCA1	45	45	0	0	0.0	0.0005	0.509
ARID5B	45	41	4	0	0.162	0.0002	0.5041
CCND2	44	31	13	0	0.4163	0.0016	0.4814
ATR	44	44	0	0	0.0	0.0005	0.5082
ERCC4	44	37	7	0	0.2676	0.0008	0.4936
WWTR1	42	42	0	0	0.0	0.0004	0.5065
NSD1	41	41	0	0	0.0	0.0005	0.5049
NKX2-1	41	41	0	0	0.0	0.0006	0.5082
SMO	41	41	0	0	0.0	0.0007	0.5074
CDKN2A	41	35	6	0	0.2499	0.0142	0.5049
EGFR	41	35	6	0	0.2499	0.0006	0.4921
EPHA7	40	40	0	0	0.0	0.0012	0.5065
CASP8	40	40	0	0	0.0	0.0003	0.5016
EZH2	40	40	0	0	0.0	0.0004	0.5024
EPAS1	40	40	0	0	0.0	0.0003	0.5049
HLA-B	39	38	1	0	0.05	0.0005	0.5049
AXL	38	38	0	0	0.0	0.0004	0.5049
AMER1	38	38	0	0	0.0	0.011	0.4844
TP53BP1	38	38	0	0	0.0	0.0054	0.5
KDR	38	38	0	0	0.0	0.001	0.4944
BTK	37	37	0	0	0.0	0.0002	0.5
INHBA	37	34	3	0	0.149	0.0006	0.5049
PGR	36	36	0	0	0.0	0.0011	0.5008
PIK3CA	36	36	0	0	0.0	0.0099	0.4784
CYSLTR2	36	25	11	0	0.4244	0.0015	0.4821
ARAF	35	29	6	0	0.2841	0.0012	0.4836
ERCC3	34	34	0	0	0.0	0.0004	0.5016
GLI1	34	34	0	0	0.0	0.0006	0.4952
ERG	34	34	0	0	0.0	0.0002	0.5041
AKT2	34	24	10	0	0.4152	0.006	0.4874
JAK1	33	33	0	0	0.0	0.0001	0.4952
TNFAIP3	33	30	3	0	0.1653	0.0005	0.4936
IRS1	32	32	0	0	0.0	0.0008	0.496
SESN3	32	32	0	0	0.0	0.0002	0.496
RFWD2	32	32	0	0	0.0	0.0004	0.4905
ABL1	31	31	0	0	0.0	0.0003	0.4913
PTCH1	31	31	0	0	0.0	0.0003	0.4952
EPHB1	31	31	0	0	0.0	0.0005	0.4799
TEK	30	28	1	1	0.1267	0.0002	0.4952
YES1	30	27	3	0	0.18	0.0004	0.4905
AURKA	29	16	13	0	0.4946	0.0008	0.4593
ERBB2	29	25	4	0	0.2378	0.005	0.4733
MAPK3	29	20	9	0	0.4281	0.0003	0.4806
CTCF	29	29	0	0	0.0	0.0003	0.4936
EPHA3	29	29	0	0	0.0	0.0006	0.4755
CSF1R	28	25	3	0	0.1913	0.0014	0.4784
PIK3CB	27	27	0	0	0.0	0.0	0.4791
RPS6KA4	26	26	0	0	0.0	0.0002	0.4874
SMAD2	26	20	6	0	0.355	0.005	0.4454
CDK8	25	10	15	0	0.48	0.0002	0.4441
KDM5C	25	24	1	0	0.0768	0.0001	0.4821
TSC2	25	23	2	0	0.1472	0.0002	0.4755
NTRK3	25	25	0	0	0.0	0.0001	0.4806
PARP1	25	17	8	0	0.4352	0.0005	0.4648
MPL	25	25	0	0	0.0	0.0004	0.4867
PMS1	25	23	2	0	0.1472	0.0004	0.4821
SH2B3	24	24	0	0	0.0	0.0003	0.4821
RTEL1	24	5	19	0	0.3299	0.0011	0.446
PBRM1	23	23	0	0	0.0	0.0003	0.4814
KDM6A	23	22	1	0	0.0832	0.0004	0.4791
NTRK1	23	22	1	0	0.0832	0.0004	0.4718
ERF	23	23	0	0	0.0	0.0001	0.4814
HNF1A	23	23	0	0	0.0	0.0	0.4777
STAG2	23	23	0	0	0.0	0.0001	0.4777
ALK	22	22	0	0	0.0	0.0003	0.4726
ELF3	22	14	8	0	0.4628	0.0003	0.4579
PTPN11	21	21	0	0	0.0	0.0002	0.4821
CTR9	20	20	0	0	0.0	0.0005	0.4726
MTOR	20	19	0	1	0.095	0.0008	0.4711
AXIN1	20	18	2	0	0.18	0.0002	0.4762
MDC1	20	20	0	0	0.0	0.0003	0.4747
PDGFRB	20	18	2	0	0.18	0.0008	0.4634
AXIN2	20	18	2	0	0.18	0.0004	0.4579
PIK3C3	20	13	7	0	0.455	0.0009	0.4473
MLH1	19	19	0	0	0.0	0.0001	0.4726
KLF4	19	16	3	0	0.2659	0.0002	0.4655
FBXW7	19	19	0	0	0.0	0.0011	0.4586
RAD52	19	11	8	0	0.4875	0.0003	0.4473
SOX9	19	19	0	0	0.0	0.0019	0.4579
DAXX	19	19	0	0	0.0	0.0	0.474
WHSC1L1	18	9	9	0	0.5	0.0004	0.43
CSF3R	18	18	0	0	0.0	0.0001	0.4747
RBM10	18	16	2	0	0.1975	0.0004	0.4579
RET	18	16	2	0	0.1975	0.0006	0.4539
FOXO1	18	8	10	0	0.4938	0.0	0.4258
ERCC5	17	5	12	0	0.4152	0.0001	0.4366
FOXP1	17	17	0	0	0.0	0.0068	0.4697
MAP2K4	16	16	0	0	0.0	0.0002	0.4579
DROSHA	16	16	0	0	0.0	0.0005	0.4545
GSK3B	16	16	0	0	0.0	0.0001	0.4683
TRAF7	16	16	0	0	0.0	0.0004	0.4606
MST1R	16	16	0	0	0.0	0.0001	0.4711
PLK2	16	16	0	0	0.0	0.0001	0.4762
FANCA	16	16	0	0	0.0	0.0001	0.4784
RPS6KB2	15	15	0	0	0.0	0.0	0.4697
TERT	15	13	2	0	0.2311	0.0053	0.4641
TCF3	15	13	2	0	0.2311	0.0002	0.4579
TAP2	15	15	0	0	0.0	0.0005	0.4552
CTLA4	15	15	0	0	0.0	0.0001	0.4566
CDKN1B	14	10	4	0	0.4082	0.0001	0.4324
BCL10	14	14	0	0	0.0	0.0	0.4593
SMAD4	14	9	5	0	0.4592	0.002	0.399
KIT	14	14	0	0	0.0	0.0001	0.4493
RECQL4	13	7	6	0	0.497	0.0002	0.4312
FGF19	13	11	2	0	0.2604	0.0072	0.4493
CSDE1	13	13	0	0	0.0	0.0	0.446
SOX17	13	12	1	0	0.142	0.0002	0.4579
TP53	13	13	0	0	0.0	0.0002	0.4336
CDK12	13	11	2	0	0.2604	0.0012	0.4566
GNAS	13	5	8	0	0.4734	0.0001	0.4195
CEBPA	13	7	6	0	0.497	0.0012	0.427
PIK3R3	12	12	0	0	0.0	0.0	0.4559
PAX5	12	10	2	0	0.2778	0.0003	0.4486
IKZF1	12	11	1	0	0.1528	0.0002	0.4532
PRDM1	12	12	0	0	0.0	0.0	0.4519
SRC	11	2	9	0	0.2975	0.0002	0.4111
BCL2L1	11	0	11	0	0.0	0.0001	0.4247
WT1	11	11	0	0	0.0	0.0	0.4473
NEGR1	11	8	3	0	0.3967	0.0001	0.4391
FGFR2	10	10	0	0	0.0	0.0001	0.4385
PIK3R2	10	10	0	0	0.0	0.0001	0.4519
ZRSR2	9	6	3	0	0.4444	0.0002	0.4276
PDCD1	9	9	0	0	0.0	0.0	0.4435
SHOC2	9	9	0	0	0.0	0.0	0.4441
KLF5	8	0	8	0	0.0	0.0	0.4026
TRAF2	8	7	1	0	0.2188	0.0001	0.4201
BRIP1	8	8	0	0	0.0	0.0	0.4372
MSH2	8	8	0	0	0.0	0.0001	0.4391
TGFBR1	6	6	0	0	0.0	0.0	0.4063
NFE2L2	6	6	0	0	0.0	0.0001	0.4318
FYN	6	6	0	0	0.0	0.0	0.4318
BARD1	6	6	0	0	0.0	0.0	0.4324
RHOA	6	6	0	0	0.0	0.0	0.4318
E2F3	6	6	0	0	0.0	0.0	0.4258
TP63	6	6	0	0	0.0	0.0	0.4416
HLA-A	6	6	0	0	0.0	0.0	0.4391
EIF1AX	5	3	2	0	0.48	0.0001	0.388
PDGFRA	5	5	0	0	0.0	0.0001	0.4101
CDKN2B	5	2	3	0	0.48	0.0005	0.3885
UPF1	5	5	0	0	0.0	0.0	0.4106
VEGFA	5	3	2	0	0.48	0.0065	0.4095
IL7R	5	5	0	0	0.0	0.0	0.4318
SMAD3	5	5	0	0	0.0	0.0001	0.4101
LATS1	5	5	0	0	0.0	0.0001	0.4282
AKT1	5	5	0	0	0.0	0.0	0.4144
MYOD1	4	4	0	0	0.0	0.0	0.4068
CCND1	4	2	2	0	0.5	0.0005	0.3567
PMAIP1	4	0	4	0	0.0	0.0001	0.3571
DUSP4	4	0	4	0	0.0	0.0	0.3699
RARA	4	1	3	0	0.375	0.0	0.3543
FUBP1	4	4	0	0	0.0	0.0	0.4106
RAF1	4	4	0	0	0.0	0.0	0.4047
BCL2	4	1	3	0	0.375	0.0	0.3539
JUN	3	2	1	0	0.4444	0.0	0.3985
CHEK2	3	3	0	0	0.0	0.0	0.3735
TBX3	3	3	0	0	0.0	0.0001	0.3464
JAK3	3	3	0	0	0.0	0.0	0.3949
SETDB1	3	3	0	0	0.0	0.0	0.3865
CDKN2Ap14ARF	3	0	3	0	0.0	0.0	0.3366
FGFR4	3	3	0	0	0.0	0.0	0.4058
XPO1	3	3	0	0	0.0	0.0	0.3804
APC	3	2	1	0	0.4444	0.0	0.3403
SDHA	3	1	2	0	0.4444	0.0	0.3209
PRDM14	3	3	0	0	0.0	0.0	0.4084
AKT3	3	2	1	0	0.4444	0.0	0.4052
FGF4	3	1	2	0	0.4444	0.0	0.3116
BIRC3	3	3	0	0	0.0	0.0	0.3924
CDKN2Ap16INK4A	3	0	3	0	0.0	0.0	0.3366
SPRED1	3	3	0	0	0.0	0.0	0.3979
ETV6	3	0	3	0	0.0	0.0	0.3899
DCUN1D1	2	2	0	0	0.0	0.0	0.4042
PALB2	2	2	0	0	0.0	0.0	0.4167
PARK2	2	2	0	0	0.0	0.0	0.3914
BMPR1A	2	1	1	0	0.5	0.0	0.3539
RXRA	2	1	1	0	0.5	0.0	0.3717
STAT3	2	2	0	0	0.0	0.0	0.4117
GATA1	2	2	0	0	0.0	0.0	0.4047
CCNE1	2	0	2	0	0.0	0.0	0.3308
DICER1	2	2	0	0	0.0	0.0	0.3885
RAD21	2	1	1	0	0.5	0.0	0.3298
SESN1	2	2	0	0	0.0	0.0	0.4068
MYD88	2	2	0	0	0.0	0.0001	0.378
BRD4	2	2	0	0	0.0	0.0	0.4016
EPCAM	1	1	0	0	0.0	0.0	0.3609
NRAS	1	1	0	0	0.0	0.0	0.3539
PPM1D	1	1	0	0	0.0	0.0	0.3267
SHQ1	1	1	0	0	0.0	0.0	0.3939
BBC3	1	1	0	0	0.0	0.0	0.3785
STK11	1	1	0	0	0.0	0.0	0.3609
MAP2K1	1	1	0	0	0.0	0.0	0.3199
MDM4	1	1	0	0	0.0	0.0	0.3511
HLA-C	1	1	0	0	0.0	0.0	0.3596
GATA3	1	1	0	0	0.0	0.0	0.3373
MLL2	1	1	0	0	0.0	0.0	0.3856
PPP6C	1	1	0	0	0.0	0.0	0.3576
IDH1	1	1	0	0	0.0	0.0	0.3638
CD274	1	1	0	0	0.0	0.0	0.3239
CCND3	1	0	1	0	0.0	0.0	0.2908
