Gene	Total_Overlapping_Degree	Degree_MUT	Degree_CNA	Degree_SV	Participation_Coefficient	Betweenness_Centrality	Closeness_Centrality	Eigenvector_Centrality
CCND3	1	0	1	0	0.0	0.0	0.0051	0
PIM1	1	0	1	0	0.0	0.0	0.0051	0
CDK4	3	1	2	0	0.4444	0.0001	0.0103	0
GLI1	2	1	1	0	0.5	0.0	0.0068	0
MDM2	1	0	1	0	0.0	0.0	0.0068	0
CDKN2Ap14ARF	10	0	8	2	0.32	0.0102	0.1052	0
CDKN2Ap16INK4A	12	0	10	2	0.2778	0.0778	0.1084	0
PIK3C2G	6	4	2	0	0.4444	0.1203	0.1286	0
CDKN2A	9	2	7	0	0.3457	0.0038	0.0946	0
KEAP1	7	4	3	0	0.4898	0.0411	0.0934	0
MTAP	4	0	4	0	0.0	0.0	0.0907	0
SMARCA4	12	4	6	2	0.6111	0.0093	0.0928	0
RTEL1	3	0	3	0	0.0	0.0053	0.0904	0
CEBPA	3	2	1	0	0.4444	0.0053	0.0715	0
INHBA	1	1	0	0	0.0	0.0	0.063	0
KMT2B	4	3	1	0	0.375	0.0158	0.0825	0
CHEK2	1	1	0	0	0.0	0.0	0.012	0
PTCH1	3	3	0	0	0.0	0.0006	0.0168	0
CIC	8	7	1	0	0.2188	0.0838	0.1107	0
ERF	2	1	1	0	0.5	0.0	0.0915	0
FAT1	5	5	0	0	0.0	0.0519	0.0967	0
PAK1	2	2	0	0	0.0	0.0	0.0918	0
PARP1	4	3	1	0	0.375	0.0053	0.092	0
PIK3C3	3	3	0	0	0.0	0.0719	0.121	0
TET1	3	3	0	0	0.0	0.0284	0.1093	0
CREBBP	3	2	1	0	0.4444	0.0352	0.0811	0
SLX4	3	2	1	0	0.4444	0.0305	0.0714	0
CSF1R	2	2	0	0	0.0	0.0001	0.0115	0
NOTCH1	1	1	0	0	0.0	0.0	0.0077	0
NOTCH4	2	2	0	0	0.0	0.0001	0.0115	0
CTCF	2	2	0	0	0.0	0.0003	0.0193	0
IL7R	7	3	4	0	0.4898	0.0006	0.0279	0
SMYD3	1	1	0	0	0.0	0.0	0.0132	0
CUL3	1	1	0	0	0.0	0.0	0.096	0
NF1	5	5	0	0	0.0	0.0614	0.1173	0
DIS3	5	5	0	0	0.0	0.0356	0.1036	0
FGFR3	1	1	0	0	0.0	0.0	0.0866	0
MAP2K4	2	2	0	0	0.0	0.0146	0.1126	0
MTOR	4	4	0	0	0.0	0.0117	0.0928	0
TP53	6	6	0	0	0.0	0.0378	0.0933	0
DNAJB1	1	1	0	0	0.0	0.0	0.0077	0
PIK3CA	2	2	0	0	0.0	0.0001	0.0115	0
DNMT1	1	1	0	0	0.0	0.0	0.0051	0
ESR1	1	1	0	0	0.0	0.0	0.0051	0
DNMT3A	1	1	0	0	0.0	0.0	0.0077	0
DROSHA	7	3	4	0	0.4898	0.0	0.0228	0
RICTOR	4	1	3	0	0.375	0.0	0.0193	0
SDHA	4	0	4	0	0.0	0.0	0.0228	0
TERT	7	3	4	0	0.4898	0.0003	0.0228	0
DUSP4	1	0	1	0	0.0	0.0	0.0183	0
MST1R	1	1	0	0	0.0	0.0	0.0068	0
EPAS1	2	2	0	0	0.0	0.0	0.0828	0
TSC1	3	3	0	0	0.0	0.0082	0.0941	0
EPHA3	3	3	0	0	0.0	0.008	0.0886	0
HGF	3	3	0	0	0.0	0.0053	0.0842	0
TSHR	1	1	0	0	0.0	0.0	0.0759	0
EPHA5	2	2	0	0	0.0	0.007	0.0923	0
GRIN2A	5	5	0	0	0.0	0.0337	0.1057	0
EPHA7	5	2	3	0	0.48	0.0	0.0164	0
FYN	4	1	3	0	0.375	0.0	0.0164	0
PNRC1	3	0	3	0	0.0	0.0	0.0164	0
PRDM1	5	2	3	0	0.48	0.0002	0.0205	0
ERCC2	1	1	0	0	0.0	0.0	0.0051	0
NTRK2	1	1	0	0	0.0	0.0	0.0051	0
ERCC5	3	2	1	0	0.4444	0.0053	0.0967	0
INPP4B	1	1	0	0	0.0	0.0	0.0817	0
IRS2	6	4	2	0	0.4444	0.0444	0.1178	0
EZH1	1	1	0	0	0.0	0.0	0.0051	0
KDM5C	1	1	0	0	0.0	0.0	0.0051	0
FAM175A	1	1	0	0	0.0	0.0	0.0863	0
POLE	1	1	0	0	0.0	0.0	0.0817	0
PPM1D	2	2	0	0	0.0	0.0053	0.082	0
PTPRT	3	3	0	0	0.0	0.0213	0.0891	0
FBXW7	2	2	0	0	0.0	0.0127	0.1032	0
NOTCH2	2	2	0	0	0.0	0.0102	0.0944	0
INPPL1	3	2	1	0	0.4444	0.0207	0.0802	0
WHSC1L1	6	1	5	0	0.2778	0.0005	0.0321	0
FGFR4	3	3	0	0	0.0	0.0154	0.0855	0
MYCN	1	1	0	0	0.0	0.0	0.0736	0
FH	2	1	1	0	0.5	0.0	0.0783	0
FLCN	1	1	0	0	0.0	0.0	0.0077	0
RET	2	2	0	0	0.0	0.0001	0.0115	0
FLT1	1	1	0	0	0.0	0.0	0.0068	0
KIT	3	2	1	0	0.4444	0.0001	0.0103	0
FOXA1	3	1	2	0	0.4444	0.0006	0.0193	0
MGA	2	2	0	0	0.0	0.0006	0.0193	0
NFKBIA	3	0	3	0	0.0	0.0001	0.0157	0
NKX2-1	4	1	3	0	0.375	0.0001	0.0157	0
RBM10	2	1	1	0	0.5	0.0	0.0683	0
GNAS	1	0	1	0	0.0	0.0	0.0772	0
ROS1	2	2	0	0	0.0	0.0053	0.0883	0
SRSF2	1	1	0	0	0.0	0.0	0.088	0
GSK3B	1	1	0	0	0.0	0.0	0.012	0
H3C14	2	0	2	0	0.0	0.0	0.0142	0
MCL1	4	0	4	0	0.0	0.0004	0.0205	0
RIT1	2	0	2	0	0.0	0.0	0.0142	0
PARK2	3	2	1	0	0.4444	0.0012	0.0818	0
IL10	1	1	0	0	0.0	0.0	0.0051	0
KMT2D	1	1	0	0	0.0	0.0	0.0051	0
KDR	2	1	1	0	0.5	0.0	0.0068	0
STK11	3	2	1	0	0.4444	0.0	0.08	0
KLF4	1	1	0	0	0.0	0.0	0.0117	0
LATS2	1	1	0	0	0.0	0.0	0.0713	0
KMT2C	1	1	0	0	0.0	0.0	0.0793	0
LATS1	1	1	0	0	0.0	0.0	0.0077	0
SETD2	2	2	0	0	0.0	0.0001	0.0115	0
LYN	2	1	1	0	0.5	0.0	0.0051	0
PREX2	2	1	1	0	0.5	0.0	0.0051	0
SF3B1	1	1	0	0	0.0	0.0	0.0077	0
MDC1	5	5	0	0	0.0	0.1172	0.1314	0
SDHC	2	0	2	0	0.0	0.0002	0.0185	0
SETDB1	3	1	2	0	0.4444	0.0002	0.0185	0
MET	1	1	0	0	0.0	0.0	0.0051	0
NSD1	1	1	0	0	0.0	0.0	0.0051	0
MLL	1	1	0	0	0.0	0.0	0.0051	0
ZFHX3	1	1	0	0	0.0	0.0	0.0051	0
MLL2	1	1	0	0	0.0	0.0	0.0068	0
NEGR1	2	2	0	0	0.0	0.0001	0.0103	0
MLL3	2	2	0	0	0.0	0.0053	0.0764	0
PBRM1	1	1	0	0	0.0	0.0	0.0668	0
MSH6	1	1	0	0	0.0	0.0	0.0051	0
PIK3R1	1	1	0	0	0.0	0.0	0.0051	0
PGR	1	1	0	0	0.0	0.0	0.0789	0
TCEB1	1	0	1	0	0.0	0.0	0.0223	0
NBN	2	1	1	0	0.5	0.0	0.0205	0
NCOA3	1	1	0	0	0.0	0.0	0.0906	0
SPEN	1	1	0	0	0.0	0.0	0.0068	0
PPP6C	1	1	0	0	0.0	0.0	0.096	0
NF2	1	1	0	0	0.0	0.0	0.0709	0
PRKD1	3	1	2	0	0.4444	0.0	0.012	0
RB1	5	4	1	0	0.32	0.0094	0.0904	0
PDCD1	1	1	0	0	0.0	0.0	0.0514	0
PMS1	2	2	0	0	0.0	0.0053	0.0569	0
PHOX2B	1	1	0	0	0.0	0.0	0.0757	0
PIK3CB	1	1	0	0	0.0	0.0	0.1034	0
PIK3CG	2	2	0	0	0.0	0.0053	0.0516	0
SMAD2	1	1	0	0	0.0	0.0	0.047	0
TCF7L2	3	2	1	0	0.4444	0.0106	0.0571	0
PLK2	1	1	0	0	0.0	0.0	0.0077	0
PPP2R1A	2	2	0	0	0.0	0.0001	0.0115	0
PTEN	4	3	1	0	0.375	0.026	0.0637	0
PRDM14	2	1	1	0	0.5	0.0	0.0214	0
YES1	1	1	0	0	0.0	0.0	0.0772	0
SDHB	1	1	0	0	0.0	0.0	0.0051	0
U2AF1	1	1	0	0	0.0	0.0	0.0051	0
TSC2	1	1	0	0	0.0	0.0	0.0789	0
SMO	1	1	0	0	0.0	0.0	0.0051	0
TP63	1	1	0	0	0.0	0.0	0.0051	0
TRIP13	2	1	1	0	0.5	0.0	0.0148	0
