Gene_B	Co_Occurrence_Count	P_Value	Log2OR	P_Value_FDR	FDR
CCND3	4	0.918150749937207	-0.9278993304914913	1.0	1.0
CCNE1	8	0.6917121361250704	-0.18735959477833308	1.0	1.0
CD274	5	0.8485886759800503	-0.6045321381871568	1.0	1.0
CD276	7	0.9617136616114716	-0.9730032676219825	1.0	1.0
CD79A	10	0.998715080063199	-1.3893625387686654	1.0	1.0
CD79B	9	0.5931903627232824	-0.015989730880862807	1.0	1.0
CDC42	1	0.9891525209074528	-2.4143547606163036	1.0	1.0
CDC73	24	0.42617396356825715	0.12911961470088448	1.0	1.0
CDH1	20	0.9962179232784071	-0.9491622483967654	1.0	1.0
CDK12	31	0.9898891580949793	-0.6962699164169133	1.0	1.0
CDK4	6	0.4200957605825929	0.40128020267169806	1.0	1.0
CDK6	7	0.6544135722342712	-0.11622280248379357	1.0	1.0
CDK8	21	0.22575260091807034	0.4065995894175217	1.0	1.0
CDKN1A	1	0.9938467243652074	-2.6080923755597114	1.0	1.0
CDKN1B	14	0.7935882359637036	-0.3220228500705358	1.0	1.0
CDKN2A	19	0.24180004517280135	0.40588215036056324	1.0	1.0
CDKN2B	9	0.5931903627232824	-0.015989730880862807	1.0	1.0
CDKN2C	6	0.5184363216319698	0.17779607107438608	1.0	1.0
CEBPA	5	0.9811898398634405	-1.2891866936897625	1.0	1.0
CENPA	4	0.5946228859878737	0.07756336077913363	1.0	1.0
CHEK1	14	0.9095761041228748	-0.5577772409164429	1.0	1.0
CHEK2	12	0.9772681325845254	-0.888385494389546	1.0	1.0
CIC	51	0.9705814055983191	-0.46360632123157947	1.0	1.0
CREBBP	62	0.9923145042366045	-0.544781220376181	1.0	1.0
CRKL	5	0.8895981353329273	-0.743130686688629	1.0	1.0
CRLF2	7	0.30536510602498634	0.6251145981820526	1.0	1.0
CSDE1	15	0.8443443389298262	-0.4012316997538134	1.0	1.0
CSF1R	17	0.9720092481056939	-0.7390019540383915	1.0	1.0
CSF3R	19	0.980931031344047	-0.7640822135919051	1.0	1.0
CTCF	42	0.5962073360939104	-0.04320940853646525	1.0	1.0
CTLA4	8	0.6917121361250704	-0.18735959477833308	1.0	1.0
CTNNB1	92	0.041198435916171734	0.4004718503573886	1.0	1.0
CTR9	11	0.7740868425688663	-0.31514421844828333	1.0	1.0
CUL3	16	0.9234295337694204	-0.5659747933216639	1.0	1.0
CXCR4	5	0.8485886759800503	-0.6045321381871568	1.0	1.0
CYLD	16	0.7115593278015577	-0.18897559367656674	1.0	1.0
CYP19A1	4	0.5946228859878737	0.07756336077913363	1.0	1.0
CYSLTR2	14	0.18092476019281686	0.6286862875433155	1.0	1.0
DAXX	18	0.7577143379561657	-0.2429607234585858	1.0	1.0
DCUN1D1	6	0.8607097214036461	-0.6052824851007521	1.0	1.0
DDR2	28	0.37550407344433634	0.16653213566937192	1.0	1.0
DICER1	28	0.8041906728032188	-0.2608122590610851	1.0	1.0
DIS3	19	0.6988054028585162	-0.16349873228287934	1.0	1.0
DNAJB1	8	0.8822365540445662	-0.6067888631743347	1.0	1.0
DNMT1	41	0.6741678010248364	-0.1056955876857333	1.0	1.0
DNMT3A	27	0.864644187113415	-0.34829807807909424	1.0	1.0
DNMT3B	31	0.3834667859802547	0.14827889250222992	1.0	1.0
DOT1L	46	0.5496299469803119	-0.008367193138814342	1.0	1.0
DROSHA	23	0.9967745056355142	-0.9134245160554758	1.0	1.0
DUSP4	3	0.9640965591729955	-1.3443744931089265	1.0	1.0
E2F3	12	0.5839130044926815	-0.01603821009177125	1.0	1.0
EED	9	0.5184006578384905	0.11063700772426899	1.0	1.0
EGFL7	3	0.9766272344191197	-1.4829730416103986	1.0	1.0
EGFR	31	0.4253363315011322	0.10868680969101985	1.0	1.0
EIF1AX	5	0.22540034428110947	1.1400754453089217	1.0	1.0
EIF4A2	8	0.6223875448104385	-0.0607328561732012	1.0	1.0
EIF4E	6	0.3192942059164355	0.665405493276477	1.0	1.0
ELF3	30	0.35300579487432054	0.18189938650542112	1.0	1.0
EP300	69	0.3344780058000482	0.1235336916146348	1.0	1.0
EPAS1	16	0.9766534217554217	-0.7872758939348756	1.0	1.0
EPCAM	3	0.918001479270558	-1.0202588389838	1.0	1.0
EPHA3	39	0.9270154268635192	-0.3991976485418988	1.0	1.0
EPHA5	55	0.9701511758959962	-0.4477558454859544	1.0	1.0
EPHA7	39	0.7565679322375387	-0.18082923188039007	1.0	1.0
EPHB1	48	0.8314673860484859	-0.23755623712388557	1.0	1.0
ERBB2	54	0.5911012119890602	-0.037797811788356186	1.0	1.0
ERBB3	55	0.5497550356488368	-0.009810959825166807	1.0	1.0
ERBB4	66	0.14450409067687625	0.2910389540792314	1.0	1.0
ERCC2	21	0.5705080585087952	-0.016185427740938563	1.0	1.0
ERCC3	25	0.06146288242828713	0.7354957060707519	1.0	1.0
ERCC4	18	0.880212235571429	-0.4400517064321737	1.0	1.0
ERCC5	29	0.9017305861688912	-0.3998937286523918	1.0	1.0
ERF	22	0.9293430043360557	-0.5123039621038232	1.0	1.0
ERG	18	0.9905478479727056	-0.8786138199376559	1.0	1.0
ERRFI1	18	0.12397757966364703	0.6718588959675699	1.0	1.0
ESR1	35	0.6491072799661288	-0.08943878189438567	1.0	1.0
ETAA1	6	0.8966019166845014	-0.7218563920762647	1.0	1.0
ETV1	25	0.7181895635078824	-0.17090310486172744	1.0	1.0
ETV6	17	0.811011789512893	-0.3268808878584199	1.0	1.0
EZH1	15	0.8115818186684867	-0.3435405359849469	1.0	1.0
EZH2	19	0.19694672949843184	0.484986376841408	1.0	1.0
FAM175A	9	0.8223645823176507	-0.43541899927686456	1.0	1.0
FAM46C	11	0.7250672897975531	-0.2315811844593685	1.0	1.0
FAM58A	5	0.5530894285153871	0.13680526247868954	1.0	1.0
FANCA	29	0.7300362452030946	-0.17442177044551913	1.0	1.0
FANCC	13	0.6213638828739735	-0.07123622843869376	1.0	1.0
FAT1	78	0.9791439387623226	-0.41863463671337203	1.0	1.0
FBXW7	200	0.0008565297626139624	0.5087627210303886	0.07309053974305812	0.07309053974305812
FGF19	8	0.6917121361250704	-0.18735959477833308	1.0	1.0
FGF3	20	0.19067859091267986	0.4813436889326199	1.0	1.0
FGF4	11	0.5417235775300057	0.051824324833941685	1.0	1.0
FGFR1	24	0.5681454523168012	-0.016235102734799712	1.0	1.0
FGFR2	15	0.8443443389298262	-0.4012316997538134	1.0	1.0
FGFR3	25	0.5524408221873152	-0.0013807613245056072	1.0	1.0
FGFR4	25	0.9544471942983295	-0.5587574303737621	1.0	1.0
FH	12	0.5188535435066709	0.0781703905745133	1.0	1.0
FIP1L1	2	0.18588301782237804	10.0	1.0	1.0
FLCN	38	0.2778758411422105	0.2288625474076468	1.0	1.0
FLT1	33	0.7706809723519414	-0.20756791155161897	1.0	1.0
FLT3	21	0.5705080585087952	-0.016185427740938563	1.0	1.0
FLT4	67	0.5786109192737803	-0.02848525322263732	1.0	1.0
FOXA1	10	0.7979855427127828	-0.37053247053941846	1.0	1.0
FOXF1	8	0.804022110644521	-0.41194622952769283	1.0	1.0
FOXL2	7	0.9993228761217267	-1.673224642284174	1.0	1.0
FOXO1	18	0.6246747386331646	-0.07613653052338869	1.0	1.0
FOXP1	33	0.022708439711432913	0.820381336069521	1.0	1.0
FUBP1	15	0.9474590447740051	-0.6605392609135323	1.0	1.0
FYN	20	0.7956230602986598	-0.2851281766844107	1.0	1.0
GAB1	6	0.5184363216319698	0.17779607107438608	1.0	1.0
GAB2	6	0.6897781444648114	-0.186959910305605	1.0	1.0
GATA1	11	0.5417235775300057	0.051824324833941685	1.0	1.0
GATA2	16	0.8832087966844506	-0.46753652686617925	1.0	1.0
GATA3	28	0.7097993853079931	-0.15556579394347284	1.0	1.0
GLI1	37	0.9821636794851455	-0.5876918239962257	1.0	1.0
GNA11	8	0.804022110644521	-0.41194622952769283	1.0	1.0
GNAQ	8	0.37716363419611615	0.40198134645339745	1.0	1.0
GNAS	44	0.09394839085511457	0.4493275201729805	1.0	1.0
GNB1	3	0.7468106392864713	-0.33891180183830144	1.0	1.0
GPS2	11	0.8831395158015976	-0.5408443104141106	1.0	1.0
GREM1	8	0.21351140799630824	0.8192030929941172	1.0	1.0
GRIN2A	59	0.9650480278345693	-0.41878227781713195	1.0	1.0
GSK3B	10	0.8723950730382843	-0.5331997310091783	1.0	1.0
H3F3A	3	0.6464305650444542	-0.015893646422398097	1.0	1.0
H3F3B	2	0.3975012327114634	1.4009728693039025	1.0	1.0
H3F3C	13	0.09689676803927125	0.9386415243880383	1.0	1.0
HGF	26	0.9655841934228282	-0.5915521403469184	1.0	1.0
HIST1H1C	10	0.9229166790572594	-0.6797955964941607	1.0	1.0
HIST1H2BD	5	0.6480849056102402	-0.08667886911862256	1.0	1.0
HIST1H3A	2	0.7151318270212534	-0.18616564244952327	1.0	1.0
HIST1H3B	6	0.5184363216319698	0.17779607107438608	1.0	1.0
HIST1H3C	8	0.5453916193891759	0.07786569232827097	1.0	1.0
HIST1H3D	0	1.0	-10.0	1.0	1.0
HIST1H3E	8	0.4626739009938077	0.23096298001681406	1.0	1.0
HIST1H3F	5	0.1293658962366832	1.7261263618047415	1.0	1.0
HIST1H3G	3	0.8785097821422163	-0.8265212240403922	1.0	1.0
HIST1H3H	0	1.0	-10.0	1.0	1.0
HIST1H3I	5	0.8485886759800503	-0.6045321381871568	1.0	1.0
HIST1H3J	3	0.9938704365878418	-1.8341864149648903	1.0	1.0
HIST2H3D	0	1.0	-10.0	1.0	1.0
HIST3H3	7	0.7237911785902411	-0.2548213509852658	1.0	1.0
HLA-A	27	0.9527477995510176	-0.5356329691078737	1.0	1.0
HLA-B	36	0.9807292393720224	-0.5857692940425571	1.0	1.0
HLA-C	9	0.5931903627232824	-0.015989730880862807	1.0	1.0
HNF1A	30	0.9992379274947097	-0.9424558891867777	1.0	1.0
HOXB13	6	0.7583678654037205	-0.34005719799414785	1.0	1.0
HRAS	6	0.8966019166845014	-0.7218563920762647	1.0	1.0
ICOSLG	12	0.7006715303484851	-0.18816411972735475	1.0	1.0
ID3	2	0.7151318270212534	-0.18616564244952327	1.0	1.0
IDH1	14	0.8873018428374436	-0.5022209704462266	1.0	1.0
IDH2	15	0.6331992014033637	-0.08757971176168375	1.0	1.0
IFNGR1	12	0.7006715303484851	-0.18816411972735475	1.0	1.0
IGF1	8	0.804022110644521	-0.41194622952769283	1.0	1.0
IGF1R	42	0.8625654918055699	-0.287804339506235	1.0	1.0
IGF2	9	0.9168583007642426	-0.6866491353932929	1.0	1.0
IKBKE	23	0.5373904419780093	0.01623152310839298	1.0	1.0
IKZF1	37	0.5500632321583314	-0.006296866679111426	1.0	1.0
IL10	4	0.773198589799972	-0.4100460614229571	1.0	1.0
IL7R	18	0.8268011162261755	-0.34471763692617846	1.0	1.0
INHA	10	0.6341273626241519	-0.08712696124610815	1.0	1.0
INHBA	33	0.18319622334806884	0.3667752180182793	1.0	1.0
INPP4A	27	0.6495273389937635	-0.09652259997207108	1.0	1.0
INPP4B	20	0.6358162597285922	-0.08803719371082264	1.0	1.0
INPPL1	35	0.9859773526752017	-0.6278962967264916	1.0	1.0
INSR	26	0.8942932157296161	-0.40421724931813874	1.0	1.0
IRF4	21	0.7444618533830016	-0.21327641071452658	1.0	1.0
IRS1	42	0.9981270471196838	-0.7572325645990091	1.0	1.0
IRS2	44	0.6389042770080973	-0.07549689762823888	1.0	1.0
JAK1	31	0.9715846216757622	-0.5750925926451222	1.0	1.0
JAK2	22	0.7973862226770658	-0.27732475284115354	1.0	1.0
JAK3	27	0.9957918588182328	-0.8298850577976359	1.0	1.0
JUN	19	0.5553436491802131	0.003325460652317699	1.0	1.0
KBTBD4	4	0.9825679432077377	-1.4177112523474553	1.0	1.0
KDM5A	47	0.8199427941102169	-0.22760599648156654	1.0	1.0
KDM5C	33	0.9644628452999041	-0.5315184636824225	1.0	1.0
KDM6A	37	0.25212088882386224	0.2598567621570777	1.0	1.0
KDR	47	0.40158068618236537	0.10033004260107495	1.0	1.0
KEAP1	17	0.9643653029894438	-0.6983565204650202	1.0	1.0
KIT	25	0.9627771877052382	-0.5896323197735395	1.0	1.0
KLF4	9	0.891670316553993	-0.6075449089124478	1.0	1.0
KLF5	3	0.9766272344191197	-1.4829730416103986	1.0	1.0
KMT2A	50	0.9945997556131496	-0.6246063444182489	1.0	1.0
KMT2B	91	0.9811073535688185	-0.4009789954830968	1.0	1.0
KMT2C	81	0.6359155873835127	-0.06032079401198932	1.0	1.0
KMT2D	97	0.9988281692002365	-0.5660061039663113	1.0	1.0
KNSTRN	4	0.918150749937207	-0.9278993304914913	1.0	1.0
LATS1	26	0.9488293671658258	-0.5315789033117178	1.0	1.0
LATS2	27	0.997446325000576	-0.8779696886619991	1.0	1.0
LMO1	7	0.8320677702328483	-0.49802199656591045	1.0	1.0
LYN	12	0.7006715303484851	-0.18816411972735475	1.0	1.0
LZTR1	8	0.9104115995631147	-0.6953517388210031	1.0	1.0
MAD2L2	3	0.3726270144207967	0.9862840068829719	1.0	1.0
MALT1	14	0.7523781193562747	-0.2567874225616362	1.0	1.0
MAP2K1	10	0.9928538020603068	-1.1543168791905247	1.0	1.0
MAP2K2	11	0.7740868425688663	-0.31514421844828333	1.0	1.0
MAP2K4	28	0.5938441024515114	-0.042582290679059956	1.0	1.0
MAP3K1	39	0.7565679322375387	-0.18082923188039007	1.0	1.0
MAP3K13	23	0.6720254428429148	-0.12461028606676416	1.0	1.0
MAP3K14	1	0.4312633832976446	10.0	1.0	1.0
MAPK1	7	0.3972188040536645	0.40163046658474055	1.0	1.0
MAPK3	12	0.5188535435066709	0.0781703905745133	1.0	1.0
MAPKAP1	13	0.5611263949066921	0.01232680555022103	1.0	1.0
MAX	5	0.9206514387497674	-0.8697574252937607	1.0	1.0
MCL1	4	0.9979269348869935	-1.8637840221105255	1.0	1.0
MDC1	31	0.8654994103859128	-0.33042355944478297	1.0	1.0
MDM2	6	0.7583678654037205	-0.34005719799414785	1.0	1.0
MDM4	11	0.19711499697894383	0.6947335343784486	1.0	1.0
MED12	46	0.4808553892856014	0.04200263976252716	1.0	1.0
MEF2B	19	0.8410921647008894	-0.36058971525646744	1.0	1.0
MEN1	16	0.9234295337694204	-0.5659747933216639	1.0	1.0
MET	23	0.6720254428429148	-0.12461028606676416	1.0	1.0
MGA	63	0.8738213388786319	-0.2556303697505308	1.0	1.0
MITF	22	0.45481206819403225	0.1059694488478856	1.0	1.0
MLH1	26	0.9488293671658258	-0.5315789033117178	1.0	1.0
MLL	9	0.09191990152869367	1.2546982474963662	1.0	1.0
MLL2	8	0.8470830665799063	-0.5125802625080499	1.0	1.0
MLL3	6	0.6897781444648114	-0.186959910305605	1.0	1.0
MLL4	0	1.0	-10.0	1.0	1.0
MLLT1	6	0.4200957605825929	0.40128020267169806	1.0	1.0
MPL	15	0.4591189375447839	0.13812038020414372	1.0	1.0
MRE11A	19	0.9692665934627119	-0.6914509349138375	1.0	1.0
MSH2	31	0.735673880069496	-0.17592243661428297	1.0	1.0
MSH3	45	0.9999998329892615	-1.2262555520343155	1.0	1.0
MSH6	40	0.9991415149792444	-0.8306088398118056	1.0	1.0
MSI1	13	0.7734402554264236	-0.2969363204045211	1.0	1.0
MSI2	5	0.7291152705966593	-0.2804164840620303	1.0	1.0
MST1	8	0.980500120876506	-1.0728333048832848	1.0	1.0
MST1R	24	0.9736155005917452	-0.6499944008529958	1.0	1.0
MTAP	2	0.7151318270212534	-0.18616564244952327	1.0	1.0
MTOR	68	0.21652267317409304	0.214791654283766	1.0	1.0
MUTYH	13	0.5611263949066921	0.01232680555022103	1.0	1.0
MYC	7	0.9617136616114716	-0.9730032676219825	1.0	1.0
MYCL	4	0.918150749937207	-0.9278993304914913	1.0	1.0
MYCL1	2	0.5781299019810707	0.39988527404629687	1.0	1.0
MYCN	18	0.9905478479727056	-0.8786138199376559	1.0	1.0
MYD88	8	0.37716363419611615	0.40198134645339745	1.0	1.0
MYOD1	28	0.4195007963213862	0.12234893319607724	1.0	1.0
NADK	7	0.1422248083018102	1.2122580442027349	1.0	1.0
NBN	28	0.29086777284844706	0.2589563263187334	1.0	1.0
NCOA3	25	0.9627771877052382	-0.5896323197735395	1.0	1.0
NCOR1	48	0.8675338144130478	-0.27833317080794173	1.0	1.0
NEGR1	15	0.4591189375447839	0.13812038020414372	1.0	1.0
NF1	61	0.8718691894014104	-0.25685755970461777	1.0	1.0
NF2	14	0.47772064233660977	0.12069414350064545	1.0	1.0
NFE2L2	18	0.20350371017008628	0.4890874196546168	1.0	1.0
NFKBIA	11	0.3283645641473611	0.40303769818843344	1.0	1.0
NKX2-1	15	0.995309273818873	-1.038316931551102	1.0	1.0
NKX3-1	11	0.14193597992158072	0.8657519008150321	1.0	1.0
NOTCH1	48	0.9948191365359843	-0.6386004643232295	1.0	1.0
NOTCH2	29	0.9940643773715242	-0.7719289116475587	1.0	1.0
NOTCH3	79	0.966316744138978	-0.37459269211081764	1.0	1.0
NOTCH4	46	0.9321807720170926	-0.3825205040295365	1.0	1.0
NPM1	4	0.47913044130775906	0.40058151619503707	1.0	1.0
NRAS	8	0.9999999999975757	-2.8814726006193294	1.0	1.0
NSD1	39	0.7282296118615392	-0.1546027175721289	1.0	1.0
NTHL1	8	0.5453916193891759	0.07786569232827097	1.0	1.0
NTRK1	27	0.5663143689342653	-0.016285083587489514	1.0	1.0
NTRK2	21	0.7444618533830016	-0.21327641071452658	1.0	1.0
NTRK3	44	0.3968477092798714	0.10830169088666988	1.0	1.0
NUF2	7	0.9977959776824344	-1.5123553475799396	1.0	1.0
NUP93	12	0.969950290007266	-0.8366492288516424	1.0	1.0
PAK1	7	0.9283579295982001	-0.8008773579863994	1.0	1.0
PAK7	23	0.6720254428429148	-0.12461028606676416	1.0	1.0
PALB2	23	0.6720254428429148	-0.12461028606676416	1.0	1.0
PARK2	24	0.7994529172935814	-0.27085726875239347	1.0	1.0
PARP1	16	0.9919954831463914	-0.9437524639592336	1.0	1.0
PAX5	16	0.9974981649576345	-1.0857433787014823	1.0	1.0
PBRM1	41	0.832480980673617	-0.25454662604058653	1.0	1.0
PDCD1	17	0.9720092481056939	-0.7390019540383915	1.0	1.0
PDCD1LG2	3	0.5203597769373027	0.4002330903871518	1.0	1.0
PDGFRA	38	0.13317380889108374	0.41280249489553544	1.0	1.0
PDGFRB	25	0.6397787534123887	-0.08849948167468051	1.0	1.0
PDPK1	4	0.8357554318948379	-0.6037836763663648	1.0	1.0
PGBD5	4	0.9739319436996521	-1.3096985245736081	1.0	1.0
PGR	26	0.9972878108685929	-0.8858042290366804	1.0	1.0
PHF6	0	1.0	-10.0	1.0	1.0
PHOX2B	8	0.9999309211331171	-1.8395209481141774	1.0	1.0
PIK3C2G	38	0.942637970174855	-0.43816197210104824	1.0	1.0
PIK3C3	27	0.12458947889660305	0.5220147419543077	1.0	1.0
PIK3CA	274	1.1709760998665427e-08	0.8204137826596695	2.9976988156583493e-06	2.9976988156583493e-06
PIK3CB	22	0.9143435392496431	-0.4755595124791867	1.0	1.0
PIK3CD	26	0.9773425087713598	-0.6493085308951254	1.0	1.0
PIK3CG	56	0.3825223952480924	0.10359150213788815	1.0	1.0
PIK3R1	61	0.3122120509848571	0.1486880541816081	1.0	1.0
PIK3R2	23	0.7119560821560852	-0.16879348854005896	1.0	1.0
PIK3R3	10	0.9002973873670936	-0.6083028689001133	1.0	1.0
PIM1	5	0.7291152705966593	-0.2804164840620303	1.0	1.0
PLCG2	42	0.8437680453249008	-0.26496563375258697	1.0	1.0
PLK2	22	0.9878183173021833	-0.7784575909400125	1.0	1.0
PMAIP1	0	1.0	-10.0	1.0	1.0
PMS1	14	0.7523781193562747	-0.2567874225616362	1.0	1.0
PMS2	25	0.04543097681653033	0.8105988439616868	1.0	1.0
PNRC1	4	0.996783430699914	-1.7846797956296803	1.0	1.0
POLD1	53	0.9178016832502309	-0.3355810971606841	1.0	1.0
POLE	50	0.9771173416638286	-0.4936837799336274	1.0	1.0
POT1	5	0.9605288128273708	-1.0943440600431207	1.0	1.0
PPARG	10	0.4186810513254347	0.2640864121083835	1.0	1.0
PPM1D	22	0.9143435392496431	-0.4755595124791867	1.0	1.0
PPP2R1A	25	0.5970374377110088	-0.0455639637978003	1.0	1.0
PPP4R2	5	0.8485886759800503	-0.6045321381871568	1.0	1.0
PPP6C	13	0.06441666575597424	1.109659890824622	1.0	1.0
PRDM1	20	0.7956230602986598	-0.2851281766844107	1.0	1.0
PRDM14	12	0.9872746241860253	-0.9868237608450309	1.0	1.0
PREX2	55	0.9907151672154102	-0.5565099252317243	1.0	1.0
PRKAR1A	10	0.7979855427127828	-0.37053247053941846	1.0	1.0
PRKCI	14	0.7523781193562747	-0.2567874225616362	1.0	1.0
PRKD1	36	0.7033829030480871	-0.13642958835310265	1.0	1.0
PTCH1	50	0.9806694808298663	-0.5106178528639391	1.0	1.0
PTEN	71	0.014287801790023126	0.5831631480983803	0.9144193145614801	0.9144193145614801
PTP4A1	4	0.5946228859878737	0.07756336077913363	1.0	1.0
PTPN11	15	0.6846757849297842	-0.15579815186922324	1.0	1.0
PTPRD	50	0.40592269432497247	0.09334645433016524	1.0	1.0
PTPRS	103	0.8548226735685072	-0.192621236472259	1.0	1.0
PTPRT	87	0.9326147818365256	-0.29432515367851014	1.0	1.0
RAB35	9	0.7232828182656736	-0.24057636563022278	1.0	1.0
RAC1	3	0.8785097821422163	-0.8265212240403922	1.0	1.0
RAC2	4	0.6931588947873957	-0.18656192982564515	1.0	1.0
RAD21	15	0.8443443389298262	-0.4012316997538134	1.0	1.0
RAD50	28	0.7753528398476148	-0.22652223816694836	1.0	1.0
RAD51	7	0.7237911785902411	-0.2548213509852658	1.0	1.0
RAD51B	7	0.6544135722342712	-0.11622280248379357	1.0	1.0
RAD51C	10	0.3431152447194897	0.40268496060985587	1.0	1.0
RAD51D	4	0.773198589799972	-0.4100460614229571	1.0	1.0
RAD52	10	0.3431152447194897	0.40268496060985587	1.0	1.0
RAD54L	22	0.35520123418176086	0.21921688308696854	1.0	1.0
RAF1	20	0.8540587224740686	-0.3748191188268673	1.0	1.0
RARA	19	0.889982768948031	-0.45028065739892414	1.0	1.0
RASA1	39	0.2376014383215148	0.2678268709667964	1.0	1.0
RB1	33	0.6025097824482075	-0.04993148396388091	1.0	1.0
RBM10	34	0.5504024534413554	-0.00538079477076435	1.0	1.0
RECQL	20	0.48603326555930204	0.07878699922437458	1.0	1.0
RECQL4	32	0.9981365581671807	-0.846390141463884	1.0	1.0
REL	13	0.7280642221742615	-0.2254435928104738	1.0	1.0
REST	5	0.9605288128273708	-1.0943440600431207	1.0	1.0
RET	31	0.9584164827094261	-0.5239092406440551	1.0	1.0
RFWD2	19	0.3949503214122062	0.19106784476804142	1.0	1.0
RHEB	3	0.7468106392864713	-0.33891180183830144	1.0	1.0
RHOA	7	0.782943298295126	-0.38144808959039755	1.0	1.0
RICTOR	27	0.5663143689342653	-0.016285083587489514	1.0	1.0
RIT1	7	0.9036221017230671	-0.7066687573201145	1.0	1.0
RNF43	69	0.999999999679025	-1.2349712570205333	1.0	1.0
ROS1	45	0.4918181673750102	0.03459179909158885	1.0	1.0
RP1-85F18.6	0	1.0	-10.0	1.0	1.0
RP11-513D5.2	0	1.0	-10.0	1.0	1.0
RPS6KA4	33	0.7706809723519414	-0.20756791155161897	1.0	1.0
RPS6KB2	16	0.21758112628527163	0.49901935809788023	1.0	1.0
RPTOR	39	0.2072310909804611	0.3028964861368408	1.0	1.0
