Gene1	Gene2	Shared_Count	P_Value	Log2OR	FDR
FAT1	MSH3	1	0.057840367440754756	4.458520538694869	0.07815741019618767
FAT1	PAK7	1	0.057840367440754756	4.458520538694869	0.07815741019618767
FAT1	IGF1R	1	0.057840367440754756	4.458520538694869	0.07815741019618767
FAT1	HNF1A	1	0.057840367440754756	4.458520538694869	0.07815741019618767
ARID1A	TERT	3	0.057884020573460725	2.033667712765395	0.07815741019618767
CDKN2A	SMAD4	87	0.057943015110756696	0.3387754441146953	0.07815741019618767
IRS2	SPEN	1	0.05835971906366016	4.36529987214028	0.07815741019618767
INPP4A	KDM5C	1	0.05835971906366016	4.36529987214028	0.07815741019618767
EPHA3	FANCA	1	0.05835971906366016	4.36529987214028	0.07815741019618767
EPHA3	TBX3	1	0.05835971906366016	4.36529987214028	0.07815741019618767
EPHA3	NCOA3	1	0.05835971906366016	4.36529987214028	0.07815741019618767
EPHA3	INSR	1	0.05835971906366016	4.36529987214028	0.07815741019618767
EPHA3	NTRK1	1	0.05835971906366016	4.36529987214028	0.07815741019618767
IRS2	KDM5C	1	0.05835971906366016	4.36529987214028	0.07815741019618767
FANCA	SPEN	1	0.05835971906366016	4.36529987214028	0.07815741019618767
INSR	SPEN	1	0.05835971906366016	4.36529987214028	0.07815741019618767
INSR	KDM5C	1	0.05835971906366016	4.36529987214028	0.07815741019618767
KDM5C	SRC	1	0.05835971906366016	4.36529987214028	0.07815741019618767
ERF	SPEN	1	0.05835971906366016	4.36529987214028	0.07815741019618767
SPEN	TBX3	1	0.05835971906366016	4.36529987214028	0.07815741019618767
SPEN	SRC	1	0.05835971906366016	4.36529987214028	0.07815741019618767
MTOR	TERT	1	0.05835971906366016	4.36529987214028	0.07815741019618767
IRS1	TERT	1	0.05835971906366016	4.36529987214028	0.07815741019618767
IRS1	SPEN	1	0.05835971906366016	4.36529987214028	0.07815741019618767
FANCA	NF1	1	0.05835971906366016	4.36529987214028	0.07815741019618767
GATA1	PTPRD	1	0.05839536364917363	4.401448434530889	0.07815741019618767
PLCG2	PTPRD	1	0.05839536364917363	4.401448434530889	0.07815741019618767
DDR2	RICTOR	1	0.05839536364917363	4.401448434530889	0.07815741019618767
PIK3R2	PTPRD	1	0.05839536364917363	4.401448434530889	0.07815741019618767
RICTOR	WHSC1L1	1	0.05839536364917363	4.401448434530889	0.07815741019618767
AKT2	PTPRD	1	0.05839536364917363	4.401448434530889	0.07815741019618767
CTNNB1	MLL2	1	0.05839536364917363	4.401448434530889	0.07815741019618767
CTNNB1	NSD1	1	0.05839536364917363	4.401448434530889	0.07815741019618767
RICTOR	TET1	1	0.05839536364917363	4.401448434530889	0.07815741019618767
CSF3R	RICTOR	1	0.05839536364917363	4.401448434530889	0.07815741019618767
AKT2	RICTOR	1	0.05839536364917363	4.401448434530889	0.07815741019618767
CSF3R	PTPRD	1	0.05839536364917363	4.401448434530889	0.07815741019618767
RICTOR	XPO1	1	0.05839536364917363	4.401448434530889	0.07815741019618767
GLI1	RICTOR	1	0.05839536364917363	4.401448434530889	0.07815741019618767
GRIN2A	NSD1	1	0.05839536364917363	4.401448434530889	0.07815741019618767
MST1R	RICTOR	1	0.05839536364917363	4.401448434530889	0.07815741019618767
BRIP1	RICTOR	1	0.05839536364917363	4.401448434530889	0.07815741019618767
MST1R	PTPRD	1	0.05839536364917363	4.401448434530889	0.07815741019618767
GATA1	GRIN2A	1	0.05839536364917363	4.401448434530889	0.07815741019618767
PTPRD	WHSC1L1	1	0.05839536364917363	4.401448434530889	0.07815741019618767
GATA2	RICTOR	1	0.05839536364917363	4.401448434530889	0.07815741019618767
GLI1	PTPRD	1	0.05839536364917363	4.401448434530889	0.07815741019618767
GRIN2A	MAP3K1	1	0.05839536364917363	4.401448434530889	0.07815741019618767
RARA	RICTOR	1	0.05839536364917363	4.401448434530889	0.07815741019618767
ABL1	RICTOR	1	0.05839536364917363	4.401448434530889	0.07815741019618767
FGFR4	RICTOR	1	0.05839536364917363	4.401448434530889	0.07815741019618767
ARHGAP35	PTPRD	1	0.05839536364917363	4.401448434530889	0.07815741019618767
FGFR4	PTPRD	1	0.05839536364917363	4.401448434530889	0.07815741019618767
CDKN1A	RICTOR	1	0.05839536364917363	4.401448434530889	0.07815741019618767
ARHGAP35	RICTOR	1	0.05839536364917363	4.401448434530889	0.07815741019618767
CDKN1A	PTPRD	1	0.05839536364917363	4.401448434530889	0.07815741019618767
MAP3K1	PTPRD	1	0.05839536364917363	4.401448434530889	0.07815741019618767
MAP3K1	RICTOR	1	0.05839536364917363	4.401448434530889	0.07815741019618767
GATA2	PTPRD	1	0.05839536364917363	4.401448434530889	0.07815741019618767
PTPRD	WT1	1	0.05839536364917363	4.401448434530889	0.07815741019618767
CTNNB1	SYK	1	0.05839536364917363	4.401448434530889	0.07815741019618767
NSD1	RICTOR	1	0.05839536364917363	4.401448434530889	0.07815741019618767
GRIN2A	WT1	1	0.05839536364917363	4.401448434530889	0.07815741019618767
GRIN2A	STAG2	1	0.05839536364917363	4.401448434530889	0.07815741019618767
PIK3R2	RICTOR	1	0.05839536364917363	4.401448434530889	0.07815741019618767
PLCG2	RICTOR	1	0.05839536364917363	4.401448434530889	0.07815741019618767
BRCA2	ELF3	2	0.05846887383713796	2.526810747935361	0.07815741019618767
PGR	SMAD4	5	0.058544783111703136	1.6755650495020629	0.07815741019618767
EPHA7	SMAD4	5	0.058544783111703136	1.6755650495020629	0.07815741019618767
AXIN2	RBM10	2	0.058697769498388286	2.5517956367859567	0.07815741019618767
PIK3C2G	RBM10	2	0.058697769498388286	2.5517956367859567	0.07815741019618767
MGA	RB1	2	0.0589757687805744	2.540060777402424	0.07815741019618767
BRAF	PTPRS	2	0.05919182549004067	2.5117960881591848	0.07815741019618767
FLT4	PTPRS	2	0.05919182549004067	2.5117960881591848	0.07815741019618767
RBM10	RNF43	6	0.05932175053146569	1.2425287503991524	0.07815741019618767
BCOR	PTEN	2	0.05941790399574001	2.5152360237676255	0.07815741019618767
BCOR	FAT1	2	0.05941790399574001	2.5152360237676255	0.07815741019618767
ALK	PDGFRB	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AXIN1	RECQL4	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ALK	PGBD5	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AXIN1	TOP1	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ALK	NOTCH2	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ALK	NOTCH4	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AXIN1	NOTCH4	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ALK	MLH1	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AXIN1	NOTCH2	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ALK	HGF	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ALK	FGFR1	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AXIN1	BAP1	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ALK	HLA-A	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AXIN1	JAK2	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ALK	ESR1	1	0.0595567750460606	4.34577483684173	0.07815741019618767
HLA-A	POLE	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ALK	TRAF2	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ALK	RECQL4	1	0.0595567750460606	4.34577483684173	0.07815741019618767
MDC1	POLE	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ALK	TRAF7	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ALK	WHSC1	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AMER1	BRD4	1	0.0595567750460606	4.34577483684173	0.07815741019618767
EP300	ERG	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AXIN1	WHSC1	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AXIN1	TRAF2	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AMER1	CSF1R	1	0.0595567750460606	4.34577483684173	0.07815741019618767
NOTCH2	POLE	1	0.0595567750460606	4.34577483684173	0.07815741019618767
RET	TRAF7	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ALK	POLD1	1	0.0595567750460606	4.34577483684173	0.07815741019618767
EP300	SMAD2	1	0.0595567750460606	4.34577483684173	0.07815741019618767
EP300	POLD1	1	0.0595567750460606	4.34577483684173	0.07815741019618767
EP300	PDGFRB	1	0.0595567750460606	4.34577483684173	0.07815741019618767
EP300	TRAF2	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AXIN2	RECQL4	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AXIN2	TRAF2	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ALK	CSF1R	1	0.0595567750460606	4.34577483684173	0.07815741019618767
HLA-A	PIK3C2G	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ALK	ERG	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AXIN1	ERG	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AXIN1	CSF1R	1	0.0595567750460606	4.34577483684173	0.07815741019618767
NRAS	RET	1	0.0595567750460606	4.34577483684173	0.07815741019618767
HGF	PIK3C2G	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ALK	JAK3	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ALK	NRAS	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ALK	AXL	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AXIN1	PDGFRB	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AXIN1	PGBD5	1	0.0595567750460606	4.34577483684173	0.07815741019618767
CSF1R	RET	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AXIN1	FGFR1	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AXIN1	ESR1	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AXIN1	BRD4	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AXIN1	HLA-A	1	0.0595567750460606	4.34577483684173	0.07815741019618767
PRKCI	RET	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AXIN1	HGF	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ALK	BRD4	1	0.0595567750460606	4.34577483684173	0.07815741019618767
JAK2	PIK3C2G	1	0.0595567750460606	4.34577483684173	0.07815741019618767
JAK2	RET	1	0.0595567750460606	4.34577483684173	0.07815741019618767
POLE	TOP1	1	0.0595567750460606	4.34577483684173	0.07815741019618767
POLE	SMAD2	1	0.0595567750460606	4.34577483684173	0.07815741019618767
POLE	TRAF2	1	0.0595567750460606	4.34577483684173	0.07815741019618767
POLE	WHSC1	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AXL	PIK3C2G	1	0.0595567750460606	4.34577483684173	0.07815741019618767
BAP1	PIK3C2G	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ERG	POLE	1	0.0595567750460606	4.34577483684173	0.07815741019618767
PDGFRB	PIK3C2G	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ERBB3	SOS1	1	0.0595567750460606	4.34577483684173	0.07815741019618767
PIK3C2G	RECQL4	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AXIN2	JAK2	1	0.0595567750460606	4.34577483684173	0.07815741019618767
NOTCH2	PIK3C2G	1	0.0595567750460606	4.34577483684173	0.07815741019618767
PIK3C2G	RPTOR	1	0.0595567750460606	4.34577483684173	0.07815741019618767
PIK3C2G	WHSC1	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AXIN2	POLD1	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AXIN2	PRKAR1A	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ERG	PIK3C2G	1	0.0595567750460606	4.34577483684173	0.07815741019618767
PGBD5	PIK3C2G	1	0.0595567750460606	4.34577483684173	0.07815741019618767
PGBD5	RET	1	0.0595567750460606	4.34577483684173	0.07815741019618767
BAP1	RET	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ERBB3	TRAF2	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ERBB3	WHSC1	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ERBB3	TOP1	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AMER1	ESR1	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AMER1	HGF	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AMER1	FGFR1	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AMER1	NOTCH4	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AMER1	MDC1	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AXIN1	SMAD2	1	0.0595567750460606	4.34577483684173	0.07815741019618767
PDGFRA	PIK3C2G	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ERBB3	HLA-A	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ERBB3	MDC1	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ESR1	MAP2K4	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ESR1	PIK3C2G	1	0.0595567750460606	4.34577483684173	0.07815741019618767
PIK3C2G	TOP1	1	0.0595567750460606	4.34577483684173	0.07815741019618767
MAP2K4	RFWD2	1	0.0595567750460606	4.34577483684173	0.07815741019618767
MAP2K4	PRKAR1A	1	0.0595567750460606	4.34577483684173	0.07815741019618767
FGFR1	PIK3C2G	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AMER1	PGBD5	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ERBB3	KIT	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ERBB3	ERG	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ERBB3	SMAD2	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ERBB3	POLD1	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ERBB3	NOTCH2	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AMER1	NRAS	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AXIN1	PRKAR1A	1	0.0595567750460606	4.34577483684173	0.07815741019618767
AMER1	PDGFRB	1	0.0595567750460606	4.34577483684173	0.07815741019618767
ARID1A	SMAD4	33	0.059858966750130596	0.5199295331008571	0.07818714379264383
ARID2	SMAD3	2	0.05986286652417683	2.501265420667015	0.07818714379264383
PRKD1	TSC1	1	0.060127504321988705	4.31015831794782	0.07818714379264383
CUL3	PGR	1	0.060127504321988705	4.31015831794782	0.07818714379264383
CUL3	EPHA7	1	0.060127504321988705	4.31015831794782	0.07818714379264383
NCOR1	PGR	1	0.060127504321988705	4.31015831794782	0.07818714379264383
TP53BP1	TSC1	1	0.060127504321988705	4.31015831794782	0.07818714379264383
IKZF1	PGR	1	0.060127504321988705	4.31015831794782	0.07818714379264383
EPHA7	TP53BP1	1	0.060127504321988705	4.31015831794782	0.07818714379264383
EPHA7	PRKD1	1	0.060127504321988705	4.31015831794782	0.07818714379264383
CIC	IKZF1	1	0.060127504321988705	4.31015831794782	0.07818714379264383
EPHA7	PIK3CG	1	0.060127504321988705	4.31015831794782	0.07818714379264383
NCOR1	TSC1	1	0.060127504321988705	4.31015831794782	0.07818714379264383
CUL3	TSC1	1	0.060127504321988705	4.31015831794782	0.07818714379264383
ASXL2	FH	1	0.060127504321988705	4.31015831794782	0.07818714379264383
ASXL2	MSH6	1	0.060127504321988705	4.31015831794782	0.07818714379264383
EPHA7	RAD50	1	0.060127504321988705	4.31015831794782	0.07818714379264383
KDR	MSH6	1	0.060127504321988705	4.31015831794782	0.07818714379264383
CDK12	CUL3	1	0.060127504321988705	4.31015831794782	0.07818714379264383
PGR	PRKD1	1	0.060127504321988705	4.31015831794782	0.07818714379264383
CDK12	ERBB2	1	0.060127504321988705	4.31015831794782	0.07818714379264383
EPHA7	ERBB2	1	0.060127504321988705	4.31015831794782	0.07818714379264383
EPHA7	IKZF1	1	0.060127504321988705	4.31015831794782	0.07818714379264383
EPHA7	NCOR1	1	0.060127504321988705	4.31015831794782	0.07818714379264383
CIC	CUL3	1	0.060127504321988705	4.31015831794782	0.07818714379264383
CIC	RAD50	1	0.060127504321988705	4.31015831794782	0.07818714379264383
ERBB2	PGR	1	0.060127504321988705	4.31015831794782	0.07818714379264383
CIC	PIK3R1	1	0.060127504321988705	4.31015831794782	0.07818714379264383
CIC	NCOR1	1	0.060127504321988705	4.31015831794782	0.07818714379264383
CDK12	RAD50	1	0.060127504321988705	4.31015831794782	0.07818714379264383
CIC	PRKD1	1	0.060127504321988705	4.31015831794782	0.07818714379264383
FH	KDR	1	0.060127504321988705	4.31015831794782	0.07818714379264383
CDK12	FH	1	0.060127504321988705	4.31015831794782	0.07818714379264383
KDR	PALB2	1	0.060127504321988705	4.31015831794782	0.07818714379264383
CDK12	PRKD1	1	0.060127504321988705	4.31015831794782	0.07818714379264383
PGR	PIK3CG	1	0.060127504321988705	4.31015831794782	0.07818714379264383
PGR	RAD50	1	0.060127504321988705	4.31015831794782	0.07818714379264383
PGR	TP53BP1	1	0.060127504321988705	4.31015831794782	0.07818714379264383
RAD50	TSC1	1	0.060127504321988705	4.31015831794782	0.07818714379264383
CDK12	NCOR1	1	0.060127504321988705	4.31015831794782	0.07818714379264383
CDK12	IKZF1	1	0.060127504321988705	4.31015831794782	0.07818714379264383
KMT2B	RNF43	3	0.06018096177021561	1.9609672683643111	0.07823926325716628
TSC2	ZFHX3	2	0.060313385259817234	2.4977178364150343	0.07839399786326022
INPPL1	TGFBR2	2	0.06050310028064576	2.581200581924957	0.07860564938727167
ETV6	TGFBR2	2	0.06050310028064576	2.581200581924957	0.07860564938727167
CARD11	LATS2	1	0.06071602811389728	4.292236409950557	0.07863592455513196
BRCA1	INPPL1	1	0.06071602811389728	4.292236409950557	0.07863592455513196
AKT3	INPPL1	1	0.06071602811389728	4.292236409950557	0.07863592455513196
FLT3	LATS2	1	0.06071602811389728	4.292236409950557	0.07863592455513196
LATS2	PARK2	1	0.06071602811389728	4.292236409950557	0.07863592455513196
ETV6	FLT3	1	0.06071602811389728	4.292236409950557	0.07863592455513196
ETV6	PARK2	1	0.06071602811389728	4.292236409950557	0.07863592455513196
ARID1B	MSH3	1	0.06080873427301451	4.379606371029206	0.07863592455513196
ARID1B	PARP1	1	0.06080873427301451	4.379606371029206	0.07863592455513196
ARID1B	CTR9	1	0.06080873427301451	4.379606371029206	0.07863592455513196
APLNR	ELF3	1	0.06080873427301451	4.379606371029206	0.07863592455513196
ARID1B	B2M	1	0.06080873427301451	4.379606371029206	0.07863592455513196
ARID1B	BARD1	1	0.06080873427301451	4.379606371029206	0.07863592455513196
ARID1B	EPAS1	1	0.06080873427301451	4.379606371029206	0.07863592455513196
ARID1B	ERCC5	1	0.06080873427301451	4.379606371029206	0.07863592455513196
ARID1B	RASA1	1	0.06080873427301451	4.379606371029206	0.07863592455513196
ARID1B	RECQL	1	0.06080873427301451	4.379606371029206	0.07863592455513196
ARID1B	FUBP1	1	0.06080873427301451	4.379606371029206	0.07863592455513196
ARID1B	TCF3	1	0.06080873427301451	4.379606371029206	0.07863592455513196
ELF3	RASA1	1	0.06080873427301451	4.379606371029206	0.07863592455513196
ARID1B	UPF1	1	0.06080873427301451	4.379606371029206	0.07863592455513196
ARID1A	ARID1B	4	0.06082601917233599	1.6238353923654465	0.07864088995114793
RICTOR	SMARCA4	2	0.060884725650153015	2.5062258301162386	0.07868200625889196
RICTOR	TGFBR1	2	0.060884725650153015	2.5062258301162386	0.07868200625889196
ATM	KDM5C	2	0.06100981469916653	2.5398025970642237	0.07879143435094392
ATM	EPHA3	2	0.06100981469916653	2.5398025970642237	0.07879143435094392
ATM	SPEN	2	0.06100981469916653	2.5398025970642237	0.07879143435094392
FBXW7	FGFR4	1	0.06194858869200693	4.307428525192248	0.0799155922495696
AGO2	FBXW7	1	0.06194858869200693	4.307428525192248	0.0799155922495696
FBXW7	SYK	1	0.06194858869200693	4.307428525192248	0.0799155922495696
DDR2	FBXW7	1	0.06194858869200693	4.307428525192248	0.0799155922495696
CDKN1A	FBXW7	1	0.06194858869200693	4.307428525192248	0.0799155922495696
PIK3CA	TGFBR2	4	0.06203625823152698	1.5588732718524954	0.0800110417632197
ANKRD11	PIK3CA	2	0.06269667465682735	2.4715590974423347	0.08059387992112335
KDM5C	MEN1	2	0.06300766615725338	2.511899038531433	0.08059387992112335
FLT4	PREX2	2	0.06303137215914344	2.4564214200439634	0.08059387992112335
FANCA	ROS1	1	0.06308564268191026	4.238859632925218	0.08059387992112335
AR	BLM	1	0.06308564268191026	4.238859632925218	0.08059387992112335
DOT1L	IRS1	1	0.06308564268191026	4.238859632925218	0.08059387992112335
DOT1L	IRS2	1	0.06308564268191026	4.238859632925218	0.08059387992112335
DOT1L	SRC	1	0.06308564268191026	4.238859632925218	0.08059387992112335
ROS1	TBX3	1	0.06308564268191026	4.238859632925218	0.08059387992112335
BLM	ROS1	1	0.06308564268191026	4.238859632925218	0.08059387992112335
BTK	MED12	1	0.06308564268191026	4.238859632925218	0.08059387992112335
MTOR	ROS1	1	0.06308564268191026	4.238859632925218	0.08059387992112335
INSR	SOX9	1	0.06308564268191026	4.238859632925218	0.08059387992112335
INSR	ROS1	1	0.06308564268191026	4.238859632925218	0.08059387992112335
IRS1	ROS1	1	0.06308564268191026	4.238859632925218	0.08059387992112335
IRS1	SOX9	1	0.06308564268191026	4.238859632925218	0.08059387992112335
SOX9	TBX3	1	0.06308564268191026	4.238859632925218	0.08059387992112335
CASP8	ROS1	1	0.06308564268191026	4.238859632925218	0.08059387992112335
ATR	MED12	1	0.06308564268191026	4.238859632925218	0.08059387992112335
DOT1L	INPP4A	1	0.06308564268191026	4.238859632925218	0.08059387992112335
AR	CASP8	1	0.06308564268191026	4.238859632925218	0.08059387992112335
FANCA	SOX9	1	0.06308564268191026	4.238859632925218	0.08059387992112335
AR	MTOR	1	0.06308564268191026	4.238859632925218	0.08059387992112335
DOT1L	MET	1	0.06308564268191026	4.238859632925218	0.08059387992112335
DOT1L	NTRK1	1	0.06308564268191026	4.238859632925218	0.08059387992112335
ERF	ROS1	1	0.06308564268191026	4.238859632925218	0.08059387992112335
AR	IRS1	1	0.06308564268191026	4.238859632925218	0.08059387992112335
AR	INSR	1	0.06308564268191026	4.238859632925218	0.08059387992112335
AR	FANCA	1	0.06308564268191026	4.238859632925218	0.08059387992112335
AR	ERF	1	0.06308564268191026	4.238859632925218	0.08059387992112335
DOT1L	INSR	1	0.06308564268191026	4.238859632925218	0.08059387992112335
AR	SRC	1	0.06308564268191026	4.238859632925218	0.08059387992112335
AR	TBX3	1	0.06308564268191026	4.238859632925218	0.08059387992112335
GNAS	PIK3C2G	2	0.06334103745283787	2.485800147146678	0.08059387992112335
GNAS	RET	2	0.06334103745283787	2.485800147146678	0.08059387992112335
NOTCH4	NTRK3	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
CSF1R	NOTCH1	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
NOTCH1	PGBD5	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
NOTCH1	NOTCH4	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
BRD4	NTRK3	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
JAK2	NTRK3	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
EPHA5	NOTCH4	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
MGA	PRKCI	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
NTRK3	PDGFRB	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
MDC1	NTRK3	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
MDC1	NOTCH1	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
NTRK3	SMAD2	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
NOTCH1	TRAF2	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
KMT2B	RECQL4	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
KMT2B	WHSC1	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
KMT2B	NOTCH4	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
KMT2B	NOTCH2	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
KMT2B	TOP1	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
KMT2B	MDC1	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
MGA	RFWD2	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
MGA	NOTCH4	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
NOTCH1	RECQL4	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
NOTCH1	SMAD2	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
ERG	NOTCH1	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
AXL	NOTCH1	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
CSF1R	NTRK3	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
AXL	NTRK3	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
ERG	KMT2B	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
FGFR1	NOTCH1	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
NTRK3	PGBD5	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
HGF	NOTCH1	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
HGF	NTRK3	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
FGFR1	NTRK3	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
KIT	MGA	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
NOTCH1	RFWD2	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
BRD4	NOTCH1	1	0.06369188972864705	4.2379497022480095	0.08059387992112335
CBL	ZFHX3	1	0.06376961468198988	4.304693557471008	0.08059387992112335
APLNR	ZFHX3	1	0.06376961468198988	4.304693557471008	0.08059387992112335
EPHB1	PARP1	1	0.06376961468198988	4.304693557471008	0.08059387992112335
APC	APLNR	1	0.06376961468198988	4.304693557471008	0.08059387992112335
APC	ATXN7	1	0.06376961468198988	4.304693557471008	0.08059387992112335
HNF1A	ZFHX3	1	0.06376961468198988	4.304693557471008	0.08059387992112335
IGF1R	ZFHX3	1	0.06376961468198988	4.304693557471008	0.08059387992112335
APC	RXRA	1	0.06376961468198988	4.304693557471008	0.08059387992112335
APC	RECQL	1	0.06376961468198988	4.304693557471008	0.08059387992112335
BARD1	EPHB1	1	0.06376961468198988	4.304693557471008	0.08059387992112335
APC	PAK7	1	0.06376961468198988	4.304693557471008	0.08059387992112335
RECQL	ZFHX3	1	0.06376961468198988	4.304693557471008	0.08059387992112335
ATXN7	EPHB1	1	0.06376961468198988	4.304693557471008	0.08059387992112335
APC	FUBP1	1	0.06376961468198988	4.304693557471008	0.08059387992112335
APC	HIST1H3B	1	0.06376961468198988	4.304693557471008	0.08059387992112335
PARP1	ZFHX3	1	0.06376961468198988	4.304693557471008	0.08059387992112335
EPHB1	TP63	1	0.06376961468198988	4.304693557471008	0.08059387992112335
APC	UPF1	1	0.06376961468198988	4.304693557471008	0.08059387992112335
FUBP1	ZFHX3	1	0.06376961468198988	4.304693557471008	0.08059387992112335
ARAF	ZFHX3	1	0.06376961468198988	4.304693557471008	0.08059387992112335
EPHB1	HNF1A	1	0.06376961468198988	4.304693557471008	0.08059387992112335
EPHB1	RXRA	1	0.06376961468198988	4.304693557471008	0.08059387992112335
ERBB4	PTPRS	2	0.0638891127289941	2.443755008207803	0.08072746173080286
FANCA	SMAD4	4	0.06402696690141362	1.9365134023335917	0.08086670900590978
NTRK2	SMAD4	4	0.06402696690141362	1.9365134023335917	0.08086670900590978
MSH3	SMAD4	3	0.06443495852228501	2.5193994232153374	0.08127351784099959
EPHA7	KMT2D	2	0.06445690542312311	2.507207343206711	0.08127351784099959
