Cluster_ID	Database	Native_Macro_Sector	N_Pathways_Aggregated	Best_P-value	Unique_Genes_Count	Coverage_%	Total_Input_Genes	Original_Pathways	All_Unique_Genes
0	GO	GO: Double-stranded dna binding	3	1.05007401245987e-05	15	17.44	86	sequence-specific double-stranded DNA binding (GO:1990837) | mismatched DNA binding (GO:0030983) | supercoiled DNA binding (GO:0097100)	ABL1;BCOR;CTCF;ERG;FOXP1;GLI1;HNF1A;MSH3;MSH6;NCOR1;SMAD3;SOX17;SOX9;TCF7L2;TP53
0	GO	GO: Regulation of programmed cell death	3	1.625901788644084e-05	13	15.12	86	regulation of apoptotic process (GO:0042981) | negative regulation of programmed cell death (GO:0043069) | positive regulation of programmed cell death (GO:0043068)	ABL1;ARAF;BARD1;CTLA4;DAXX;EGFR;FLT4;JAK3;LATS2;NOTCH2;SOX9;TP53;VEGFA
0	GO	GO: Tube morphogenesis	3	4.128131894504711e-05	6	6.98	86	digestive tract morphogenesis (GO:0048546) | blood vessel morphogenesis (GO:0048514) | branching morphogenesis of an epithelial tube (GO:0048754)	FGFR2;FLT4;GLI1;SOX17;TGFBR2;VEGFA
0	GO	GO: Embryonic morphogenesis	3	4.935523133318724e-05	6	6.98	86	embryonic heart tube morphogenesis (GO:0003143) | inner ear morphogenesis (GO:0042472) | pericardium morphogenesis (GO:0003344)	FGFR2;NOTCH1;SMO;SOX17;SOX9;TGFBR2
0	GO	GO: Smad binding	3	7.07683312265202e-05	3	3.49	86	R-SMAD binding (GO:0070412) | co-SMAD binding (GO:0070410) | I-SMAD binding (GO:0070411)	DROSHA;SMAD2;SMAD3
0	GO	GO: Transcription cis-regulatory region binding	3	0.0001039926392854	15	17.44	86	cis-regulatory region sequence-specific DNA binding (GO:0000987) | RNA polymerase II transcription regulatory region sequence-specific DNA binding (GO:0000977) | core promoter sequence-specific DNA binding (GO:0001046)	CTCF;ERG;FOXP1;GLI1;HNF1A;KDM6A;MGA;SMAD2;SMAD3;SOX17;SOX9;TCF3;TCF7L2;TP53;ZFHX3
0	GO	GO: Negative regulation of multicellular organismal process	3	0.0001455388126333	4	4.65	86	negative regulation of ossification (GO:0030279) | negative regulation of cardiocyte differentiation (GO:1905208) | negative regulation of muscle hypertrophy (GO:0014741)	BCOR;EGFR;NOTCH1;SOX9
0	GO	GO: Blood vessel morphogenesis	3	0.00027107354046	2	2.33	86	venous blood vessel morphogenesis (GO:0048845) | coronary vasculature morphogenesis (GO:0060977) | artery morphogenesis (GO:0048844)	NOTCH1;VEGFA
0	GO	GO: Negative regulation of cell differentiation	3	0.0003162722567761	6	6.98	86	negative regulation of osteoblast differentiation (GO:0045668) | negative regulation of fat cell differentiation (GO:0045599) | negative regulation of skeletal muscle cell differentiation (GO:2001015)	ASXL1;EPHB1;NOTCH1;PTCH1;SMAD3;SOX9
0	GO	GO: Transforming growth factor beta receptor superfamily signaling pathway	3	0.0005890498868396	4	4.65	86	transforming growth factor beta receptor signaling pathway (GO:0007179) | activin receptor signaling pathway (GO:0032924) | BMP signaling pathway (GO:0030509)	RHOA;SMAD2;SMAD3;TGFBR2
