Gene1	Gene2	Shared_Count	P_Value	Log2OR	FDR
AMER1	SMARCA4	33	3.485101820142182e-06	1.4761836400637909	0.0002933752115788458
AXIN2	EPHB1	11	3.6184080831333058e-06	2.8085638739001157	0.0003036390556553845
GATA2	RPS6KA4	7	3.693780622353545e-06	3.7545117739846585	0.00030899227557211397
NEGR1	RB1	13	3.7086839167005406e-06	2.539908518873743	0.000309269469741106
EPHB1	KMT2B	17	3.7766428702277357e-06	2.119665520951997	0.00031288233901219235
ARID1B	EPHB1	17	3.7766428702277357e-06	2.119665520951997	0.00031288233901219235
FGFR1	JAK2	8	3.78718364253094e-06	3.4301915680685866	0.00031288233901219235
EPHA7	ERBB4	20	3.799640404738144e-06	1.9284688477190512	0.0003129426055569055
FLT1	PTCH1	13	3.865935795135614e-06	2.5007134030298377	0.00031485229934713005
ROS1	SMARCA4	26	3.880549534624181e-06	1.685471060110667	0.00031485229934713005
GRIN2A	IRS1	17	3.880711809162041e-06	2.142371182352729	0.00031485229934713005
DOT1L	SMARCA4	27	3.8818214909202095e-06	1.648027924513698	0.00031485229934713005
KMT2B	SMARCA4	27	3.8818214909202095e-06	1.648027924513698	0.00031485229934713005
DROSHA	PTPRT	20	3.930293880651658e-06	1.9640568181231355	0.0003170850517837439
LATS2	MYOD1	8	3.933114189260604e-06	3.4104338697141037	0.0003170850517837439
HOXB13	PAX5	6	3.972659991928765e-06	4.175979122961461	0.0003193085297729491
FANCA	LATS2	9	4.024029409750978e-06	3.1447987785573783	0.0003224661405381527
HOXB13	KMT2A	8	4.058582577417302e-06	3.444375857541627	0.00032350285678336987
KIT	SUZ12	7	4.063410071142221e-06	3.768474552913834	0.00032350285678336987
CARD11	HGF	19	4.0837403534822156e-06	1.9803256165846503	0.00032350285678336987
ARID1A	EPHA3	33	4.085458599812466e-06	1.4532271082997688	0.00032350285678336987
PTPRT	ZFHX3	35	4.10131790793907e-06	1.4107669816005595	0.0003237978354241245
EPHA7	NTRK1	14	4.1429608847665334e-06	2.372056707885929	0.0003261206820353833
ERBB4	FAT1	32	4.3591138719224565e-06	1.4770214775034596	0.0003421263343301493
CUL3	NTRK3	16	4.3864620223480746e-06	2.1990334059049435	0.00034326316441747324
ARID2	PTPRT	31	4.4081276310895925e-06	1.5031484547548892	0.0003439499585837011
ERBB4	KMT2B	19	4.448034128006667e-06	1.9700704949834884	0.0003460518679471076
EPHB1	PTPRS	14	4.505855478635514e-06	2.3640934896270407	0.0003495312600214788
ARID2	PTPRD	34	4.601775919518126e-06	1.4318956689489177	0.0003559373635140324
KMT2C	NOTCH1	22	4.650008959841446e-06	1.8068051144896353	0.0003586285811947081
ERBB3	FGFR4	8	4.677135228174852e-06	3.3760705143110985	0.0003596811341897577
EPHA3	FGFR1	12	4.710877203982808e-06	2.6631529492876513	0.00036109458156637845
NOTCH4	ZFHX3	24	4.73410979533559e-06	1.716292393911919	0.00036109458156637845
CSF1R	PTPRT	19	4.736110307222502e-06	2.006182216662182	0.00036109458156637845
NOTCH3	SOX2	9	4.751364345042443e-06	3.184901209015104	0.0003612255200782267
ALK	GRIN2A	27	4.790488881714853e-06	1.6065814666506193	0.0003631653290015933
SOX9	TP53	42	4.8428929249475495e-06	2.3099043446981735	0.00036609801048789054
EPHA3	SMARCA4	39	4.870477093783311e-06	1.3212614069894968	0.00036714316736612324
BRCA1	MAP3K13	9	4.993439625346496e-06	3.1246602677065307	0.00037535193352780633
ERBB4	TET1	19	5.03951549359009e-06	1.9557040287253231	0.0003774833649519229
GRIN2A	KEAP1	58	5.050086613746917e-06	1.0967390745828591	0.0003774833649519229
ABL1	NTRK3	14	5.079258324200134e-06	2.375492800137401	0.00037773223068512447
BRCA2	CREBBP	17	5.08172646865129e-06	2.0827068736569037	0.00037773223068512447
MGA	TBX3	22	5.156601567446324e-06	1.7949896568917885	0.0003819213039342634
IL7R	SOX2	7	5.173098552903817e-06	3.697542273720676	0.0003819213039342634
ABL1	PTPRT	17	5.1810197498296175e-06	2.1432475062847387	0.0003819213039342634
ARID1B	EPHA5	22	5.244629502275062e-06	1.800902364483719	0.00038554528448542713
PTCH1	TET1	12	5.280065699267438e-06	2.574817943315613	0.00038708393732129554
FAT1	H3F3C	11	5.33237695477873e-06	2.897885782347309	0.0003898478877760833
DDR2	TP53	72	5.363225215965677e-06	1.5121988541850064	0.000391031871278809
PAK7	TP53	100	5.411294901072017e-06	1.2160026097692018	0.000393461592466231
GRIN2A	TP63	17	5.523474425067406e-06	2.097121625648792	0.0003995263258587067
CSF1R	KMT2D	19	5.524647339024275e-06	1.9889328965674355	0.0003995263258587067
KMT2C	RPS6KB2	8	5.545850577677298e-06	3.557157651099149	0.0003999757369332938
EPHB1	PTPN11	8	5.58825013755309e-06	3.4356863855688737	0.00040185141264745185
TP53	ZFHX3	141	5.601975848036428e-06	0.984156665023866	0.00040185141264745185
IL7R	NCOA3	8	5.6353401158214034e-06	3.338322533138031	0.00040316099461312104
BCL6	EPHA5	11	5.658305260676412e-06	2.8187339841880945	0.00040372159326510713
NF1	NTRK3	35	5.854073265542875e-06	1.384138902202107	0.00041657585357603096
CREBBP	KEAP1	41	5.957120059154175e-06	1.3188334972191624	0.00042156188354582926
AMER1	CTCF	11	5.963582040706134e-06	2.738079214476915	0.00042156188354582926
INPP4B	PTPRT	23	5.984152678530491e-06	1.757639752986755	0.00042156188354582926
HGF	KDM5C	18	5.987331979159426e-06	2.0	0.00042156188354582926
EPHA5	TET1	22	6.030062947651104e-06	1.7861132434952942	0.0004231063282470295
GRIN2A	PTCH1	16	6.040978492116104e-06	2.1673122438304646	0.0004231063282470295
EPHA3	EZH2	9	6.100463925398247e-06	3.2335962960493663	0.00042547053316793445
DROSHA	NTRK3	16	6.1291861050096236e-06	2.1544618840545082	0.00042547053316793445
NTRK3	TP63	16	6.1291861050096236e-06	2.1544618840545082	0.00042547053316793445
ATR	TP53	96	6.138510596576907e-06	1.2383632162143807	0.00042547053316793445
ARID2	EPHA7	19	6.199191295542476e-06	1.930106494573713	0.00042811414526330177
HIST1H1C	IRS2	8	6.20873802574097e-06	3.317450832033186	0.00042811414526330177
IRS1	PIK3C2G	13	6.28099578516222e-06	2.424514739080437	0.00043198034156457176
CARD11	POLE	16	6.304485776623687e-06	2.131606367926529	0.0004324812415146609
NOTCH2	PDGFRA	16	6.41397352302765e-06	2.13076194587088	0.00043694238351282827
LATS2	TBX3	12	6.419234455432255e-06	2.553625223185685	0.00043694238351282827
BRCA2	GRIN2A	22	6.419502508894176e-06	1.7764939583528436	0.00043694238351282827
PTPRT	ROS1	24	6.435014304685835e-06	1.7059194501713573	0.00043694238351282827
PAK7	PIK3CG	20	6.646385286315926e-06	1.866597208002018	0.0004501492166633007
BRIP1	PALB2	8	6.714735700599351e-06	3.2929956032748646	0.000453627144735427
IRS1	IRS2	10	6.736426004408747e-06	2.8400895510492443	0.00045394053570671695
AMER1	TET1	18	6.7533967650577715e-06	1.9822252982720239	0.00045394053570671695
AMER1	ASXL1	14	6.851079551579452e-06	2.3125223716681598	0.00045839131303378633
FLT1	NPM1	6	6.865755594420912e-06	4.284991136072492	0.00045839131303378633
IRF4	KMT2D	13	6.874532944677259e-06	2.5266312822115515	0.00045839131303378633
AMER1	EPHA3	25	6.888323647238086e-06	1.6423287200281311	0.00045839131303378633
CTCF	SYK	5	7.0064738203132625e-06	4.619173718937089	0.0004650939151618393
BCOR	NOTCH4	19	7.152819461621023e-06	1.9128162623378617	0.00047363024152197766
AMER1	NTRK2	13	7.181147350454236e-06	2.418506320650908	0.0004743290025912656
HGF	PAK7	20	7.2439115507048305e-06	1.8571230141085953	0.00047729328328532944
DDR2	INPP4A	9	7.291981333909753e-06	3.0349954213562036	0.0004792771475255709
CARD11	NF1	25	7.381885257546741e-06	1.6541107169577174	0.0004839941230900118
KMT2D	NOTCH1	27	7.424219815653924e-06	1.5790649144157989	0.0004855767298547181
ALK	KMT2A	17	7.487445080267282e-06	2.0419481819979706	0.00048778305397267105
IL7R	SMO	10	7.494511977845049e-06	2.820662410009818	0.00048778305397267105
EPHA3	EPHA5	31	7.625191209905563e-06	1.4505580893797108	0.0004950808453438685
KMT2D	ROS1	24	7.711014447262335e-06	1.6883578613768624	0.0004994379138961054
BTK	PDGFRA	13	7.747944846762496e-06	2.396701341729001	0.0005006147899173298
FOXL2	TP53	48	7.809636083989979e-06	1.989710740608495	0.0005033819780223976
FLT3	PHOX2B	7	7.930482809600454e-06	3.580215075057828	0.000509939599455875
B2M	NF1	11	7.971872067249595e-06	2.831095708580485	0.0005113687646984506
BRCA1	CREBBP	15	8.033860737167543e-06	2.1839655283247654	0.0005134975941670202
FOXL2	TNFAIP3	6	8.043544851482647e-06	3.9874069834804624	0.0005134975941670202
DIS3	FGFR3	7	8.197407952296628e-06	3.583743493431995	0.0005213492890979097
AKT3	PGR	9	8.205609946453891e-06	3.0144793069820213	0.0005213492890979097
EPHA7	GRIN2A	22	8.306501968223989e-06	1.74915500317412	0.0005265059501711571
MGA	PDGFRB	17	8.361459192558133e-06	2.034294987852405	0.0005287335036810752
IRS2	KMT2B	12	8.47647250980461e-06	2.4978177220251063	0.0005347391700334184
NOTCH2	PTPRS	12	8.552714837403569e-06	2.493204177761961	0.0005382764043304581
FOXL2	NF1	16	8.629774118173883e-06	2.1642293957783094	0.0005418482878669883
EPHA3	POLE	22	8.70739982789503e-06	1.742885565710024	0.0005454388835853963
NTRK3	PIK3C2G	21	8.767968876334132e-06	1.7870123172802108	0.0005479467200584924
ARID2	SOX9	11	8.805220321934223e-06	2.6701001054810396	0.0005482693862443647
ERBB4	ZFHX3	25	8.84688027961188e-06	1.6170346998642209	0.0005482693862443647
EPHA3	TAP2	9	8.860852226531712e-06	3.1457125372057013	0.0005482693862443647
ALK	EPHA3	26	8.864497419199538e-06	1.582671973441495	0.0005482693862443647
TET1	TSHR	11	8.875861902101013e-06	2.635588573791124	0.0005482693862443647
NTRK3	PREX2	22	8.912461025311469e-06	1.7376867614098603	0.0005492587123797611
PIK3C3	PTEN	10	8.969941003947591e-06	2.8054969758370216	0.0005515273633418007
SDHB	U2AF1	5	9.087285280749261e-06	4.666691862207797	0.0005574579487742392
BRCA1	EPHA3	19	9.297882809401786e-06	1.8936925814965009	0.0005685823471585767
CARD11	IRS1	12	9.31124173536811e-06	2.481854667065901	0.0005685823471585767
HGF	KDR	21	9.332560462328946e-06	1.7777218727778665	0.0005685830500850409
AMER1	EPHA5	26	9.548835721308597e-06	1.5775538593146763	0.0005804343535834167
CREBBP	DROSHA	13	9.762386751570479e-06	2.3577530630869323	0.0005901166620788288
FGFR4	NOTCH2	11	9.766040176595392e-06	2.613552734097492	0.0005901166620788288
ATR	PTPRD	28	9.774463730142114e-06	1.5312825161000256	0.0005901166620788288
INHBA	PTPRD	21	9.895413090224083e-06	1.819643332171151	0.0005960701993513085
EPHA5	MAP3K1	15	1.0034403751569546e-05	2.193585808018099	0.0006019439367380318
NFE2L2	TP53	89	1.0048624881085508e-05	1.2598483032538652	0.0006019439367380318
INPP4B	NF1	23	1.0060595682411924e-05	1.7056763665072392	0.0006019439367380318
PDGFRA	ZFHX3	22	1.0180351018184445e-05	1.7240251330964138	0.000607746458434568
DOT1L	KEAP1	37	1.0222591651094994e-05	1.3557258254621989	0.000608905933503281
FH	IRS1	8	1.0301526009334612e-05	3.2053525180379836	0.0006122410279712564
PAK7	WHSC1L1	10	1.0447636503527265e-05	2.7884205641511848	0.0006192829904808282
GRIN2A	SPEN	19	1.0476176170726542e-05	1.8814175012619105	0.0006192829904808282
HIST1H3H	IRS2	5	1.0489635064543165e-05	4.591850820420073	0.0006192829904808282
ERBB4	NF1	32	1.0558049412218215e-05	1.4050472192938868	0.0006219460233223909
AKT3	PIK3C3	7	1.0618688930621451e-05	3.4952757243412855	0.000623021504787497
KRAS	MAX	31	1.0623001112172049e-05	1.8691319651850524	0.000623021504787497
APC	AXIN2	11	1.075532096721309e-05	2.6279484256868013	0.0006293985526536871
IKZF1	TP53	70	1.0899704496095983e-05	1.47007490238643	0.0006364521104558453
EPHA5	RET	20	1.096166790975213e-05	1.8226101805400847	0.0006386727252657983
NEGR1	PIK3CG	12	1.1003469070099744e-05	2.487920973315269	0.0006397114861342303
NTRK3	RNF43	11	1.1050568007467639e-05	2.6556885528621605	0.0006409200786249914
ERBB4	INPP4B	17	1.1118989510844035e-05	1.991762424829754	0.0006409200786249914
MEN1	TBX3	10	1.1128449864245898e-05	2.782345497670215	0.0006409200786249914
FAT1	PRKD1	18	1.1141035413500424e-05	1.9657389518197483	0.0006409200786249914
EPHA3	FLT4	20	1.1144347629079858e-05	1.815527138623379	0.0006409200786249914
NOTCH2	PTPN11	7	1.1186736007637494e-05	3.554998068824301	0.0006414978278486107
MGA	NOTCH4	23	1.1202472841575888e-05	1.670364581122147	0.0006414978278486107
PIK3C2G	SMARCA4	28	1.1263085861463505e-05	1.5145822910858684	0.0006435876792572883
KMT2A	PDGFRA	15	1.129659219390372e-05	2.1387797401145083	0.0006441229972100871
EPHB1	PDGFRA	18	1.1348055597497858e-05	1.9180113358380377	0.0006456777475889773
AKT3	SH2B3	5	1.1515144560225795e-05	4.458466927835128	0.0006537907076375007
FAT1	PAK7	26	1.1721473778032387e-05	1.5682532582998623	0.0006626854401838861
FAT1	PIK3C2G	26	1.1721473778032387e-05	1.5682532582998623	0.0006626854401838861
NUP93	TP53	35	1.1829029090750416e-05	2.528960880214201	0.0006673523071599891
MLL	TP53	19	1.1893071311098392e-05	inf	0.0006695498057735455
AMER1	ATRX	23	1.202887586236955e-05	1.6626944781066604	0.0006747848705630409
BCOR	MED12	20	1.2036634753157484e-05	1.8002171503923443	0.0006747848705630409
NF1	PMS1	14	1.211621832098859e-05	2.313219834077335	0.0006778224022968146
ABL1	INPP4B	10	1.2147542520693784e-05	2.7390298312344825	0.0006781530798424971
ARID1B	SMARCA4	26	1.2262442445988584e-05	1.573129378488573	0.0006831383646580488
IRS1	RTEL1-TNFRSF6B	6	1.2381827268273655e-05	3.9050670920488497	0.0006883522096955885
MTOR	NF1	22	1.2613786285534765e-05	1.7270462922004453	0.0006997897859241064
NF1	PREX2	28	1.2699264381411137e-05	1.4979448670166702	0.0007029680351620467
CSF1R	RET	11	1.2723760951218609e-05	2.5664424127503582	0.0007029680351620467
ABL1	EPHA7	11	1.2924126027627635e-05	2.574614622181595	0.0007125626096017426
KDM6A	TP53	49	1.3027044874317474e-05	1.8818017181018751	0.0007162508280684301
ATM	ZFHX3	35	1.3044703108160279e-05	1.3212171370318893	0.0007162508280684301
FGFR4	PRKD1	9	1.3297337131789977e-05	2.9064806808335235	0.0007286230828784713
MITF	NOTCH4	7	1.341959195843916e-05	3.606657571820475	0.0007338151873175185
MSH6	ROS1	8	1.3473391269461273e-05	3.179450494479657	0.0007352504008702947
EPHA3	KDR	23	1.3502674113013225e-05	1.6531117380371205	0.0007353446096035875
NTRK1	PDGFRA	14	1.362494909971889e-05	2.2044341964793044	0.0007404923965906284
BRCA2	HGF	19	1.3662856613286554e-05	1.8398427748065085	0.0007408402270168666
IRS2	SMAD4	11	1.3686873971119177e-05	2.5531210342525243	0.0007408402270168666
EPHA3	NF1	36	1.3732373142061498e-05	1.296486689269512	0.0007417983346071074
KMT2C	PTPRT	34	1.3764533732424777e-05	1.336086157884022	0.0007420335003025356
IRS2	MGA	15	1.3811727944407117e-05	2.1291414582890233	0.0007430765326542417
GRIN2A	INPP4B	19	1.3923080514901943e-05	1.8473895838598569	0.0007475601680888498
IKZF1	NTRK1	11	1.3994588531689139e-05	2.546894459887637	0.0007498907529480415
GLI1	POLE	14	1.4093611696527478e-05	2.1968671509310833	0.000752464414388634
MDC1	TP53	75	1.4099014697182575e-05	1.3779974869411749	0.000752464414388634
RPS6KA4	TP53	42	1.4164749083258827e-05	2.1163755331655785	0.000754463731111301
ERBB4	PGR	16	1.4317943258229032e-05	2.033068129681512	0.0007595910851805998
ERBB4	NCOR1	16	1.4317943258229032e-05	2.033068129681512	0.0007595910851805998
PTPRD	RNF43	14	1.438782210373546e-05	2.3135085819380836	0.0007617837953138506
ALK	EPHA7	19	1.4548292590041946e-05	1.8321136015716886	0.000768754827257959
GRIN2A	PGR	18	1.4586411194231472e-05	1.9031719387401853	0.0007692458156483533
NOTCH3	NTRK1	14	1.4748544367856377e-05	2.1931255758788573	0.0007762621429117305
NOTCH4	PIM1	6	1.4839042019480629e-05	4.077435977641294	0.0007794878667122846
FAT1	NEGR1	15	1.4887468994547332e-05	2.1689291883109143	0.0007804953047534293
GLI1	STK40	5	1.4943021296201694e-05	4.545675795835821	0.0007818716142924357
AXIN2	PIK3C2G	10	1.5097542382008954e-05	2.717202339344776	0.0007884107993422875
ALK	FOXL2	12	1.5223848931579139e-05	2.4320354373193527	0.000793453923318729
CYLD	TP53	37	1.5286144401713415e-05	2.3466699681639906	0.0007948640092651536
DICER1	EPHA3	18	1.533624791193773e-05	1.8948505532881812	0.0007948640092651536
ALK	SOX9	11	1.5359985344046373e-05	2.576831194759863	0.0007948640092651536
INHBA	PTPRT	19	1.537005166875845e-05	1.8615464727878086	0.0007948640092651536
EPHA7	FLT4	15	1.5705194987760147e-05	2.0910709258517333	0.0008106250062831325
KMT2D	NOTCH2	23	1.5918896808353445e-05	1.6545261200767507	0.0008200690373183623
PTPRD	TMPRSS2	11	1.6169945953881717e-05	2.727885752884148	0.0008313969321374443
PAK7	RAD50	9	1.6344114550720958e-05	2.9054440775060675	0.0008334156799878896
GRIN2A	KMT2D	36	1.635670195541666e-05	1.2820811657163473	0.0008334156799878896
PDCD1	SMARCA4	14	1.6379381472503153e-05	2.2819347755928634	0.0008334156799878896
CTLA4	IGF1	4	1.645770821828355e-05	5.104736021766321	0.0008334156799878896
PTPRD	TEK	15	1.648417558354165e-05	2.1858870092159135	0.0008334156799878896
SUZ12	TBX3	8	1.649435540383126e-05	3.1694602905215965	0.0008334156799878896
AKT3	AMER1	11	1.652281277689351e-05	2.553126413599151	0.0008334156799878896
ERBB4	NTRK2	13	1.6530089916028696e-05	2.2946460631058683	0.0008334156799878896
EPHA5	KDR	24	1.6537274819113797e-05	1.5954931682133255	0.0008334156799878896
ARID1A	CDKN2A	38	1.6558122991179195e-05	1.2441753785824778	0.0008334156799878896
NOTCH2	TET1	14	1.656846224683335e-05	2.171394889537767	0.0008334156799878896
FAT1	NTRK3	33	1.6583988235846705e-05	1.3420869688599744	0.0008334156799878896
CREBBP	GLI1	14	1.6696409152953574e-05	2.172568180970765	0.0008374881170048235
ELF3	KMT2D	13	1.677093317228509e-05	2.3733313841480497	0.0008396479394041796
EPHB1	POLE	17	1.6868605857379912e-05	1.933156250302324	0.0008429564556258108
EPHB1	KMT2D	27	1.696036826306416e-05	1.5004542614589857	0.000845461061980108
CDKN2A	KDR	27	1.698209215744193e-05	1.4978212501829165	0.000845461061980108
EPHB1	IRF4	9	1.7035845743295108e-05	2.905027851591329	0.0008457560970600527
KMT2D	PIK3C2G	26	1.7086151117770114e-05	1.5326825533814898	0.0008457560970600527
EPHB1	RET	15	1.710254168413193e-05	2.080855098280887	0.0008457560970600527
FAT1	NOTCH3	27	1.7114794544216918e-05	1.4983001609434239	0.0008457560970600527
ROS1	STAT5B	7	1.7318025445389013e-05	3.4423291909465834	0.0008542172070428943
ATRX	SMARCA4	35	1.7422762832958537e-05	1.2999882331274502	0.000857797834312728
KMT2D	PPP4R2	5	1.760667261140688e-05	5.873411957709354	0.0008652560932511834
EPHA3	MLH1	9	1.766744185686212e-05	2.984405661228532	0.0008666464815264075
KDR	SPEN	15	1.7716333088617795e-05	2.0771585839041524	0.0008674501806784696
PBRM1	POLD1	10	1.779369269293897e-05	2.6624839196428587	0.0008692937976064561
FAT1	ROS1	23	1.781913836577596e-05	1.6405611102131437	0.0008692937976064561
BRCA2	NTRK1	13	1.8139628334266887e-05	2.2596909627594233	0.0008833138359487443
ERBB4	PDGFRA	20	1.8219568678988295e-05	1.7525343967746894	0.0008855905103803327
EPHB1	TET1	16	1.829501374995701e-05	1.9928192456951994	0.0008876408034865506
FGFR4	NCOR1	10	1.8394596277838486e-05	2.657118633447865	0.0008908526346172777
ARID1A	KMT2D	39	1.8519196665942063e-05	1.2193880574000406	0.0008952622518671448
ERCC4	SOX17	7	1.8732973050680354e-05	3.364131024458583	0.0009036165031171415
BRCA2	PTPRT	25	1.8775106805348042e-05	1.5576418947216442	0.0009036165031171415
PAK7	TRAF2	8	1.87935978725881e-05	3.1280458909229916	0.0009036165031171415
ERBB4	GATA2	11	1.8868727188989627e-05	2.538937284037978	0.0009042503763327383
DDR2	EPHA3	17	1.887455348013248e-05	1.9351599314167736	0.0009042503763327383
IRF4	PDGFRA	9	1.9054988222574092e-05	2.8829827068185927	0.0009112587109666482
HGF	PTPRT	31	1.919082660489194e-05	1.3766455075034387	0.0009157039855868777
EP300	GRIN2A	20	1.9253323174235284e-05	1.7539156630961437	0.0009157039855868777
MAP3K13	NSD1	8	1.9263687407646296e-05	3.075639076839531	0.0009157039855868777
ANKRD11	TRAF2	7	1.928520291923647e-05	3.3862068882694327	0.0009157039855868777
CDK8	TAP2	4	1.9364777075090855e-05	5.037222463956199	0.0009178491585236225
ASXL2	DNMT1	7	1.9403326609838157e-05	3.352624267674963	0.0009180456925239915
ARID1A	TERT	17	1.9621571140845326e-05	1.9439355298726346	0.0009261389821361341
ARID1B	PDGFRA	16	1.9643794786923437e-05	1.9835744520868888	0.0009261389821361341
NOTCH2	SHOC2	6	1.9678850228548976e-05	3.835956751748819	0.0009261554115499637
PARK2	PDGFRA	14	1.9815821474658034e-05	2.1494016591412417	0.0009283442341292497
PPARG	PRKD1	6	1.983595104296668e-05	3.7505376137397346	0.0009283442341292497
B2M	POLD1	6	1.983595104296668e-05	3.7505376137397346	0.0009283442341292497
CSF1R	PIK3C2G	12	1.9864514059876394e-05	2.363703265568225	0.0009283442341292497
NOTCH4	PAK7	18	2.0012011344808177e-05	1.8497912504658833	0.0009323778790331833
MYCN	POLE	9	2.002539095495527e-05	2.8619617981967336	0.0009323778790331833
EP300	PLCG2	11	2.005564558984625e-05	2.4904765597883123	0.0009323778790331833
IRS1	NTRK3	15	2.014525263084226e-05	2.0755674875086862	0.0009342996909354727
FH	STK40	4	2.018443170620613e-05	5.119893429425402	0.0009342996909354727
ALK	PREX2	20	2.0202020673403325e-05	1.740699427731878	0.0009342996909354727
BRCA1	PTPRT	22	2.0375632826606357e-05	1.6705831625898464	0.0009397758307645068
PTPN11	PTPRT	10	2.0390864006469905e-05	2.821150375507187	0.0009397758307645068
