Gene	Total_Overlapping_Degree	Degree_MUT	Degree_CNA	Degree_SV	Participation_Coefficient	Betweenness_Centrality	Closeness_Centrality	Eigenvector_Centrality
BRCA2	11	5	6	0	0.4959	0.0365	0.2523	0
EGFR	2	1	1	0	0.5	0.0	0.1661	0
YAP1	1	0	1	0	0.0	0.0	0.1661	0
CDKN2A	18	6	11	1	0.5123	0.0291	0.2536	0
CDKN2Ap14ARF	8	1	7	0	0.2188	0.0012	0.2318	0
CDKN2Ap16INK4A	9	0	8	1	0.1975	0.0115	0.2412	0
CDKN2B	9	0	9	0	0.0	0.0258	0.2685	0
GRIN2A	10	9	1	0	0.18	0.0418	0.2663	0
IRF4	4	3	1	0	0.375	0.0051	0.2444	0
MTAP	8	0	8	0	0.0	0.0085	0.2348	0
WT1	5	5	0	0	0.0	0.0146	0.2407	0
BRD4	2	2	0	0	0.0	0.0014	0.2285	0
BRIP1	1	1	0	0	0.0	0.0	0.2466	0
CALR	2	1	1	0	0.5	0.0	0.1731	0
PTPRS	5	3	2	0	0.48	0.008	0.211	0
CARD11	5	2	3	0	0.48	0.0047	0.2226	0
PMS2	3	1	2	0	0.4444	0.0	0.1895	0
RAC1	3	1	2	0	0.4444	0.0031	0.2159	0
CBFB	1	1	0	0	0.0	0.0	0.2006	0
RB1	5	3	2	0	0.48	0.0197	0.2531	0
CBL	2	1	1	0	0.5	0.0	0.1781	0
NTRK1	6	3	3	0	0.5	0.0541	0.2184	0
CCND1	8	2	6	0	0.375	0.0034	0.2053	0
EPCAM	5	1	4	0	0.32	0.0	0.2022	0
FGF19	8	2	6	0	0.375	0.0034	0.2053	0
FGF4	5	0	5	0	0.0	0.0	0.2023	0
RPS6KB2	5	1	4	0	0.32	0.0	0.2022	0
CCND2	6	2	4	0	0.4444	0.0061	0.2259	0
CDKN1B	2	0	2	0	0.0	0.0	0.1957	0
ETV6	6	3	3	0	0.5	0.0071	0.2309	0
RAD52	2	0	2	0	0.0	0.0018	0.2074	0
IL7R	14	7	7	0	0.5	0.0261	0.25	0
NUP93	2	0	2	0	0.0	0.0	0.2042	0
PDCD1LG2	1	0	1	0	0.0	0.0	0.1877	0
CD74	1	0	0	1	0.0	0.0	0.1734	0
ROS1	4	3	0	1	0.375	0.0132	0.2114	0
PIK3C3	7	6	1	0	0.2449	0.0162	0.2531	0
SLX4	9	7	2	0	0.3457	0.0229	0.2527	0
CD79B	3	3	0	0	0.0	0.0013	0.2359	0
CSF3R	6	6	0	0	0.0	0.0133	0.2422	0
EPHA3	10	9	1	0	0.18	0.0258	0.2689	0
TET1	7	7	0	0	0.0	0.0199	0.2709	0
CDK12	3	2	1	0	0.4444	0.0	0.0062	0
ERBB2	2	1	1	0	0.5	0.0	0.0042	0
PAK1	1	1	0	0	0.0	0.0	0.0042	0
CDK4	2	0	2	0	0.0	0.006	0.2058	0
GLI1	9	8	1	0	0.1975	0.0315	0.2611	0
MDM2	1	0	1	0	0.0	0.0	0.1697	0
CDK6	2	1	1	0	0.5	0.0	0.2184	0
DICER1	4	1	3	0	0.375	0.0	0.2051	0
PIK3CB	5	1	4	0	0.32	0.0017	0.2221	0
RNF43	1	1	0	0	0.0	0.0	0.2008	0
TEK	4	1	3	0	0.375	0.0031	0.2564	0
H3-4	1	0	1	0	0.0	0.0	0.2101	0
EP300	5	3	2	0	0.48	0.0042	0.2202	0
CREBBP	12	10	2	0	0.2778	0.0446	0.2724	0
IKBKE	1	1	0	0	0.0	0.0	0.2125	0
PALB2	2	1	1	0	0.5	0.0	0.2125	0
PTPN11	1	1	0	0	0.0	0.0	0.2125	0
CRKL	2	1	1	0	0.5	0.0	0.2113	0
CRLF2	7	3	4	0	0.4898	0.0003	0.2342	0
CSDE1	1	1	0	0	0.0	0.0	0.2006	0
CYSLTR2	10	6	4	0	0.48	0.0174	0.2566	0
DIS3	8	5	3	0	0.4688	0.0089	0.2462	0
NOTCH3	7	6	1	0	0.2449	0.023	0.2491	0
STAG2	1	1	0	0	0.0	0.0	0.1937	0
CTCF	2	2	0	0	0.0	0.0	0.22	0
EPHB1	9	9	0	0	0.0	0.0245	0.2689	0
CTNNB1	1	1	0	0	0.0	0.0	0.0031	0
DOT1L	1	1	0	0	0.0	0.0	0.0031	0
CUL3	3	3	0	0	0.0	0.006	0.2179	0
PMS1	1	1	0	0	0.0	0.0	0.1778	0
CYLD	1	1	0	0	0.0	0.0	0.2076	0
PTPRT	11	9	2	0	0.2975	0.0556	0.2644	0
FOXO1	2	1	1	0	0.5	0.0	0.2028	0
SMO	5	4	1	0	0.32	0.0062	0.2366	0
TERT	11	5	6	0	0.4959	0.0044	0.234	0
DAXX	2	2	0	0	0.0	0.0001	0.2262	0
KMT2D	7	7	0	0	0.0	0.022	0.2644	0
ERCC5	4	2	2	0	0.5	0.0	0.2248	0
MSH6	5	4	1	0	0.32	0.0089	0.2313	0
MTOR	4	3	1	0	0.375	0.0067	0.2173	0
DNAJB1	2	1	1	0	0.5	0.0	0.198	0
NCOR1	4	4	0	0	0.0	0.0068	0.2468	0
SRC	3	1	2	0	0.4444	0.0	0.1662	0
DROSHA	7	2	5	0	0.4082	0.0	0.2202	0
RICTOR	12	5	7	0	0.4861	0.0073	0.2344	0
TRIP13	5	0	5	0	0.0	0.0	0.2202	0
ELF3	1	1	0	0	0.0	0.0	0.2076	0
NOTCH2	6	3	3	0	0.5	0.0029	0.2114	0
MLH1	4	4	0	0	0.0	0.0015	0.2502	0
IGF1	1	1	0	0	0.0	0.0	0.2022	0
POLE	5	5	0	0	0.0	0.0133	0.2521	0
KNSTRN	12	7	5	0	0.4861	0.0233	0.2534	0
SHQ1	7	3	4	0	0.4898	0.0175	0.2609	0
FGFR3	4	2	2	0	0.5	0.0019	0.2442	0
KMT2C	2	2	0	0	0.0	0.006	0.2107	0
STAT5B	2	2	0	0	0.0	0.0011	0.2311	0
ERBB3	2	2	0	0	0.0	0.003	0.225	0
JUN	1	1	0	0	0.0	0.0	0.2053	0
SMAD4	1	1	0	0	0.0	0.0	0.2053	0
SPRED1	6	4	2	0	0.4444	0.0083	0.2359	0
ERCC2	2	2	0	0	0.0	0.0053	0.2173	0
KIT	8	4	4	0	0.5	0.0099	0.2247	0
ERF	1	1	0	0	0.0	0.0	0.2202	0
VTCN1	2	1	1	0	0.5	0.0	0.1885	0
INHBA	2	2	0	0	0.0	0.0026	0.2067	0
FBXW7	1	1	0	0	0.0	0.0	0.214	0
FGFR1	8	4	4	0	0.5	0.0209	0.2649	0
HNF1A	6	3	3	0	0.5	0.0141	0.2366	0
NSD3	1	0	1	0	0.0	0.0	0.2079	0
FH	3	2	1	0	0.4444	0.0021	0.2279	0
RECQL	2	2	0	0	0.0	0.0	0.2225	0
FLT1	1	0	1	0	0.0	0.0	0.1889	0
FLT4	1	1	0	0	0.0	0.0	0.1729	0
FOXA1	4	1	3	0	0.375	0.0135	0.1961	0
NKX2-1	4	1	3	0	0.375	0.006	0.1667	0
FOXL2	2	0	2	0	0.0	0.0004	0.2084	0
FOXP1	5	1	4	0	0.32	0.0016	0.2173	0
KDR	8	4	4	0	0.5	0.0052	0.2295	0
MITF	7	2	5	0	0.4082	0.0058	0.2242	0
RYBP	3	0	3	0	0.0	0.0	0.2111	0
GATA2	2	2	0	0	0.0	0.0004	0.2179	0
SETD2	7	5	2	0	0.4082	0.0079	0.2536	0
GATA3	1	1	0	0	0.0	0.0	0.1655	0
SMARCA4	5	3	2	0	0.48	0.006	0.1998	0
LATS1	3	3	0	0	0.0	0.0002	0.2141	0
LATS2	5	4	1	0	0.32	0.0134	0.2245	0
TGFBR2	3	3	0	0	0.0	0.0013	0.2202	0
GNAS	1	0	1	0	0.0	0.0	0.0042	0
GREM1	3	1	2	0	0.4444	0.006	0.1824	0
SCG5	1	0	1	0	0.0	0.0	0.1534	0
TSC2	5	3	2	0	0.48	0.0127	0.2213	0
H3C14	2	0	2	0	0.0	0.0	0.1315	0
MCL1	8	1	7	0	0.2188	0.0219	0.1521	0
SETDB1	3	0	3	0	0.0	0.002	0.1518	0
H3F3C	1	1	0	0	0.0	0.0	0.1519	0
PIK3CD	3	2	1	0	0.4444	0.006	0.1803	0
NOTCH4	7	7	0	0	0.0	0.0231	0.2852	0
NRAS	5	4	1	0	0.32	0.011	0.2331	0
HIST1H3B	1	1	0	0	0.0	0.0	0.1734	0
HIST1H3G	1	1	0	0	0.0	0.0	0.1866	0
HIST2H3C	2	0	2	0	0.0	0.0	0.1315	0
HIST2H3D	2	0	2	0	0.0	0.0	0.1315	0
LYN	2	2	0	0	0.0	0.006	0.1903	0
ID3	2	0	2	0	0.0	0.006	0.1896	0
JAK1	1	0	1	0	0.0	0.0	0.1585	0
KEAP1	9	7	2	0	0.3457	0.0218	0.2462	0
INPP4A	2	2	0	0	0.0	0.0001	0.2262	0
INPP4B	2	2	0	0	0.0	0.0003	0.2324	0
SETD8	1	1	0	0	0.0	0.0	0.2056	0
TBX3	7	7	0	0	0.0	0.0279	0.2721	0
IRS2	3	3	0	0	0.0	0.012	0.1807	0
PBRM1	1	1	0	0	0.0	0.0	0.1522	0
TSC1	1	1	0	0	0.0	0.0	0.1522	0
JAK2	4	2	2	0	0.5	0.0006	0.2418	0
JAK3	1	1	0	0	0.0	0.0	0.2026	0
KDM5A	6	4	2	0	0.4444	0.0344	0.2422	0
RHOA	2	1	1	0	0.5	0.0006	0.2264	0
REST	3	0	3	0	0.0	0.0	0.219	0
KRAS	2	2	0	0	0.0	0.0	0.1995	0
STK11	6	4	2	0	0.4444	0.0031	0.212	0
MYCN	2	2	0	0	0.0	0.0009	0.2033	0
TNFAIP3	1	1	0	0	0.0	0.0	0.1823	0
MUTYH	1	1	0	0	0.0	0.0	0.2084	0
TP53BP1	2	1	1	0	0.5	0.0	0.2007	0
SOX17	2	2	0	0	0.0	0.0024	0.2203	0
PARK2	1	1	0	0	0.0	0.0	0.159	0
MAP3K1	1	1	0	0	0.0	0.0	0.0031	0
NTRK2	1	1	0	0	0.0	0.0	0.0031	0
NUF2	2	1	1	0	0.5	0.0	0.1314	0
RIT1	4	0	4	0	0.0	0.0216	0.1795	0
SDHC	3	0	3	0	0.0	0.0137	0.1794	0
MDC1	3	3	0	0	0.0	0.0069	0.2171	0
NF2	1	1	0	0	0.0	0.0	0.1773	0
SF3B1	2	2	0	0	0.0	0.0012	0.2098	0
NOTCH1	1	1	0	0	0.0	0.0	0.1931	0
PPARG	1	1	0	0	0.0	0.0	0.1931	0
MET	1	0	1	0	0.0	0.0	0.0031	0
SYK	1	0	1	0	0.0	0.0	0.0031	0
RASA1	4	4	0	0	0.0	0.006	0.2649	0
XPO1	4	1	3	0	0.375	0.0073	0.2264	0
SESN2	1	1	0	0	0.0	0.0	0.1774	0
PRDM14	4	1	3	0	0.375	0.0003	0.2108	0
TCEB1	2	0	2	0	0.0	0.0	0.2028	0
NEGR1	2	1	1	0	0.5	0.0	0.1893	0
PRKD1	2	1	1	0	0.5	0.0	0.1422	0
PPP2R1A	1	1	0	0	0.0	0.0	0.2202	0
VEGFA	1	1	0	0	0.0	0.0	0.1878	0
PDCD1	1	0	1	0	0.0	0.0	0.2006	0
PPM1D	1	1	0	0	0.0	0.0	0.2006	0
POT1	1	1	0	0	0.0	0.0	0.1926	0
RXRA	1	1	0	0	0.0	0.0	0.2076	0
TCF3	4	3	1	0	0.375	0.0077	0.2104	0
RAC2	1	1	0	0	0.0	0.0	0.2076	0
RPTOR	1	1	0	0	0.0	0.0	0.2006	0
REL	1	0	1	0	0.0	0.0	0.1834	0
SESN1	1	1	0	0	0.0	0.0	0.2022	0
U2AF1	1	1	0	0	0.0	0.0	0.1727	0
